"embla__slide__inner href","embla__slide__img src","embla__slide__img src 2","embla__slide__inner href 3","embla__slide__img src 3","embla__slide__inner href 4","embla__slide__img src 4","embla","embla__slide__number","image-counter","embla__slide__number 2","price-content","detailed-info-container","detailed-info-container 2","detailed-info-container 3","property-name","property-description","agent-name","agency-name","idx-logo src","for-sale-content-container href","for-sale-content-container","status-pill","price-container","builder-name","builder-type"
"https://www.homes.com/property/503-diamond-glen-cir-folsom-ca/egb5kvm71l2nh/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/503-diamond-glen-cir-folsom-ca/egb5kvm71l2nh/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/503-diamond-glen-cir-folsom-ca/egb5kvm71l2nh/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/503-diamond-glen-cir-folsom-ca/egb5kvm71l2nh/"" role=""link"" aria-label=""503 Diamond Glen Cir, Folsom, CA 95630"" title=""503 Diamond Glen Cir, Folsom, CA 95630"">
                                    <img class=""embla__slide__img image-container"" alt=""503 Diamond Glen Cir, Folsom, CA 95630"" />
                                </a>
                            </div>
                        </div>","/","1","35","$539,000","2 Beds","2 Baths","1,285 Sq Ft","503 Diamond Glen Cir, Folsom, CA 95630","Take a look at our Virtual Tour!!!Seller Offering $10,000 Credit Toward Closing Costs or Rate Buy-Down. Welcome to Diamond Glen, Folsom's premier 55+ gated active-adult community, where comfort, convenience, and resort-style living meet. This beautifully maintained single-story 2-bed, 2-bath home offers the perfect blend of modern updates and low-maintenance living just minutes from Historic","Brandon Owen","EDGE Real Estate","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/503-diamond-glen-cir-folsom-ca/egb5kvm71l2nh/","503 Diamond Glen Cir, Folsom, CA 95630","","","",""
"https://www.homes.com/property/carmichael-plan-regency-at-folsom-ranch-tahoe-collection/dxsrndewk0xs3/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/carmichael-plan-regency-at-folsom-ranch-tahoe-collection/dxsrndewk0xs3/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/carmichael-plan-regency-at-folsom-ranch-tahoe-collection/dxsrndewk0xs3/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/carmichael-plan-regency-at-folsom-ranch-tahoe-collection/dxsrndewk0xs3/"" role=""link"" aria-label=""3561 Olive Orchard Dr Unit 36358687, Folsom, CA 95630"" title=""3561 Olive Orchard Dr Unit 36358687, Folsom, CA 95630"">
                                    <img class=""embla__slide__img image-container"" alt=""3561 Olive Orchard Dr Unit 36358687, Folsom, CA 95630"" />
                                </a>
                            </div>
                        </div>","/","1","8","","2 Beds","2.5 Baths","2,316 Sq Ft","Carmichael Plan at Regency at Folsom Ranch - Tahoe Collection, Folsom, CA 95630","The Carmichael's welcoming covered porch and inviting foyer open immediately onto the spacious great room and views to the desirable outdoor living space beyond. The well-equipped kitchen overlooks a bright casual dining area, and is enhanced by a large center island with breakfast bar, plenty of counter and cabinet space, and ample walk-in pantry. The majestic primary bedroom suite is","","","","","","New Construction","$890,995","Toll Brothers, Inc.","Builder"
"","","","","","","","","","","","","5 Beds","4.5 Baths","3,952 Sq Ft","4530 Dewey Oak Dr, Folsom, CA 95630","Fully curated interior design, 2-tone kitchen Quartze counters Waterfall quartzite island, Slab cloud grey cabinets, Cafe Appliances, Upgraded Wood floor downstairs, upgraded carpet and designer tile in all locations. Champagne Bronze bath and kitchen faucets, black lighting fixtures, Additional electrical and lighting installed, Move In Ready","","","","","","New Construction","$1,199,990","Woodside Homes","Builder"
"https://www.homes.com/property/tahoma-plan-broadstone-estates-the-trails/b6bf7nc29m1r0/","","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/tahoma-plan-broadstone-estates-the-trails/b6bf7nc29m1r0/","","","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/tahoma-plan-broadstone-estates-the-trails/b6bf7nc29m1r0/"" role=""link"" aria-label=""4613 Dewey Oak Dr Unit 36503023, Folsom, CA 95630"" title=""4613 Dewey Oak Dr Unit 36503023, Folsom, CA 95630"">
                                    <img class=""embla__slide__img image-container"" alt=""4613 Dewey Oak Dr Unit 36503023, Folsom, CA 95630"" />
                                </a>
                            </div>
                        </div>","/","1","3","","4 Beds","4.5 Baths","3,666 Sq Ft","Tahoma Plan at Broadstone Estates - The Trails, Folsom, CA 95630","Our Tahoma plans creates lots of unique life style needs. Starting with our super pantry, game room and a secondary primary suite on the first floor. Upstairs includes an additional loft space, primary suite with a great size walk in closet. Our covered patio and additional outdoor living spaces create multiple options for morning coffee, sunsets and snuggles or that Sunday Funday swim and BBQ.","","","","","","New Construction","$1,060,990","Woodside Homes","Builder"
"https://www.homes.com/property/covelo-plan-regency-at-folsom-ranch-mendocino-collection/qy0d0h9xnhgdt/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/covelo-plan-regency-at-folsom-ranch-mendocino-collection/qy0d0h9xnhgdt/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/covelo-plan-regency-at-folsom-ranch-mendocino-collection/qy0d0h9xnhgdt/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/covelo-plan-regency-at-folsom-ranch-mendocino-collection/qy0d0h9xnhgdt/"" role=""link"" aria-label=""3561 Olive Orchard Dr Unit 36358680, Folsom, CA 95630"" title=""3561 Olive Orchard Dr Unit 36358680, Folsom, CA 95630"">
                                    <img class=""embla__slide__img image-container"" alt=""3561 Olive Orchard Dr Unit 36358680, Folsom, CA 95630"" />
                                </a>
                            </div>
                        </div>","/","1","9","","2 Beds","2.5 Baths","1,815 Sq Ft","Covelo Plan at Regency at Folsom Ranch - Mendocino Collection, Folsom, CA 95630","The Covelo's inviting covered porch and welcoming foyer flow past the spacious flex room, opening into the expansive great room with views to the desirable outdoor living space beyond. The well-designed kitchen overlooks a bright casual dining area, and is complete with a large center island with breakfast bar, plenty of counter and cabinet space, and sizable pantry. The impressive primary","","","","","","New Construction","$714,995","Toll Brothers, Inc.","Builder"
"","","","","","","","","","","","","3 Beds","3.5 Baths","2,604 Sq Ft","4534 Dewey Oak Dr, Folsom, CA 95630","Fully curated interior design, Cloud grey cabinets with uppers in kitchen with 2-tone Quartz counters and island, Caf? appliances. Upgraded Wood floor carpet and tile in all locations. Stainless steel fixtures throughout. Additional electrical and lighting installed November move in.","","","","","","New Construction","$999,990","Woodside Homes","Builder"
"https://www.homes.com/property/petaluma-plan-regency-at-folsom-ranch-tahoe-collection/njx9zpwr8hgqt/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/petaluma-plan-regency-at-folsom-ranch-tahoe-collection/njx9zpwr8hgqt/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/petaluma-plan-regency-at-folsom-ranch-tahoe-collection/njx9zpwr8hgqt/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/petaluma-plan-regency-at-folsom-ranch-tahoe-collection/njx9zpwr8hgqt/"" role=""link"" aria-label=""3561 Olive Orchard Dr Unit 36358689, Folsom, CA 95630"" title=""3561 Olive Orchard Dr Unit 36358689, Folsom, CA 95630"">
                                    <img class=""embla__slide__img image-container"" alt=""3561 Olive Orchard Dr Unit 36358689, Folsom, CA 95630"" />
                                </a>
                            </div>
                        </div>","/","1","9","","2 Beds","2.5 Baths","2,441 Sq Ft","Petaluma Plan at Regency at Folsom Ranch - Tahoe Collection, Folsom, CA 95630","The Petaluma's welcoming covered porch and inviting foyer open immediately onto the lovely dining room and expansive great room, and views to the desirable outdoor living space beyond. The well-equipped kitchen overlooks a bright casual dining area, and is highlighted by a large center island with breakfast bar, plenty of counter and cabinet space, and huge walk-in pantry. The gorgeous primary","","","","","","New Construction","$905,995","Toll Brothers, Inc.","Builder"
"https://www.homes.com/property/marlette-plan-broadstone-estates-the-trails/lhx1lmccscz6l/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/marlette-plan-broadstone-estates-the-trails/lhx1lmccscz6l/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/marlette-plan-broadstone-estates-the-trails/lhx1lmccscz6l/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/marlette-plan-broadstone-estates-the-trails/lhx1lmccscz6l/"" role=""link"" aria-label=""4613 Dewey Oak Dr Unit 36477008, Folsom, CA 95630"" title=""4613 Dewey Oak Dr Unit 36477008, Folsom, CA 95630"">
                                    <img class=""embla__slide__img image-container"" alt=""4613 Dewey Oak Dr Unit 36477008, Folsom, CA 95630"" />
                                </a>
                            </div>
                        </div>","/","1","19","","3 Beds","3.5 Baths","2,604 Sq Ft","Marlette Plan at Broadstone Estates - The Trails, Folsom, CA 95630","Our Marlette plan offers an open concept all throughout. Starting with our standard super pantry for those bulky Costco runs to our work from home pocket office or homework zone for the littles. Our primary suite includes a spa like bathroom and oversized walk-in closet. As you enter in from your 3-car garage you are greeted with our nice size drop zone and great additional storage options","","","","","","New Construction","$952,990","Woodside Homes","Builder"
"https://www.homes.com/property/4080-sunny-oaks-dr-folsom-ca/l5t58k1y81qvq/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/4080-sunny-oaks-dr-folsom-ca/l5t58k1y81qvq/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/4080-sunny-oaks-dr-folsom-ca/l5t58k1y81qvq/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/4080-sunny-oaks-dr-folsom-ca/l5t58k1y81qvq/"" role=""link"" aria-label=""4080 Sunny Oaks Dr, Folsom, CA 95630"" title=""4080 Sunny Oaks Dr, Folsom, CA 95630"">
                                    <img class=""embla__slide__img image-container"" alt=""4080 Sunny Oaks Dr, Folsom, CA 95630"" />
                                </a>
                            </div>
                        </div>","/","1","11","","2 Beds","2.5 Baths","2,148 Sq Ft","4080 Sunny Oaks Dr, Folsom, CA 95630","The Whitney's inviting covered porch and welcoming foyer flow past the spacious flex room, revealing the expansive great room and views to the desirable outdoor living space beyond. The well-designed kitchen overlooks a bright casual dining area, and is complete with a large center island with breakfast bar, plenty of counter and cabinet space, and roomy walk-in pantry. The stunning primary","","","","","","New Construction","$897,000","Toll Brothers, Inc.","Builder"
"https://www.homes.com/property/glenbrook-plan-regency-at-folsom-ranch-tahoe-collection/jbssxgzcrlxpz/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/glenbrook-plan-regency-at-folsom-ranch-tahoe-collection/jbssxgzcrlxpz/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/glenbrook-plan-regency-at-folsom-ranch-tahoe-collection/jbssxgzcrlxpz/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/glenbrook-plan-regency-at-folsom-ranch-tahoe-collection/jbssxgzcrlxpz/"" role=""link"" aria-label=""3561 Olive Orchard Dr Unit 36358688, Folsom, CA 95630"" title=""3561 Olive Orchard Dr Unit 36358688, Folsom, CA 95630"">
                                    <img class=""embla__slide__img image-container"" alt=""3561 Olive Orchard Dr Unit 36358688, Folsom, CA 95630"" />
                                </a>
                            </div>
                        </div>","/","1","9","","2 Beds","2.5 Baths","2,356 Sq Ft","Glenbrook Plan at Regency at Folsom Ranch - Tahoe Collection, Folsom, CA 95630","The Glenbrook's welcoming covered porch and inviting foyer hall reveal the spacious great room and views to the desirable outdoor living space beyond. The well-equipped kitchen overlooks a bright casual dining area, and is enhanced by a large center island with breakfast bar, plenty of counter and cabinet space, and roomy walk-in pantry. The beautiful primary bedroom suite is highlighted by dual","","","","","","New Construction","$895,995","Toll Brothers, Inc.","Builder"
