"embla__slide__inner href","embla__slide__img src","embla__slide__img src 2","embla__slide__inner href 3","embla__slide__img src 3","embla__slide__inner href 4","embla__slide__img src 4","embla","embla__slide__number","image-counter","embla__slide__number 2","price-content","detailed-info-container","detailed-info-container 2","detailed-info-container 3","property-name","property-description","agent-name","agency-name","for-sale-content-container href","for-sale-content-container"
"https://www.homes.com/property/1426-cobblestone-dr-pittsburg-ca/6mtph10g4njy8/","","https://www.homes.com/assets/images/spacer.gif","","","","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/1426-cobblestone-dr-pittsburg-ca/6mtph10g4njy8/"" role=""link"" aria-label=""1426 Cobblestone Dr, Pittsburg, CA 94565"" title=""1426 Cobblestone Dr, Pittsburg, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""1426 Cobblestone Dr, Pittsburg, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","2","$845,900","5 Beds","3 Baths","3,208 Sq Ft","1426 Cobblestone Dr, Pittsburg, CA 94565","Welcome to your dream home. This brand-new, two-story residence offers 3,208 sq. ft. of thoughtfully designed living space, including a private downstairs bedroom with a full bath—ideal for guests or multi-generational living. The first floor features an open-concept kitchen and family room, perfect for everyday living and entertaining, along with a dedicated dining area near the front entry for","John Arcidiacono","Seecon Realty, Inc","https://www.homes.com/property/1426-cobblestone-dr-pittsburg-ca/6mtph10g4njy8/","1426 Cobblestone Dr, Pittsburg, CA 94565"
"https://www.homes.com/property/161-edgewater-place-pittsburg-ca/gtnndlme5h77x/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/161-edgewater-place-pittsburg-ca/gtnndlme5h77x/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/161-edgewater-place-pittsburg-ca/gtnndlme5h77x/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/161-edgewater-place-pittsburg-ca/gtnndlme5h77x/"" role=""link"" aria-label=""161 Edgewater Place, Pittsburg, CA 94565"" title=""161 Edgewater Place, Pittsburg, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""161 Edgewater Place, Pittsburg, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","32","$499,000","4 Beds","2 Baths","1,921 Sq Ft","161 Edgewater Place, Pittsburg, CA 94565","Welcome to this charming 4-bedroom, 2-bathroom home located in the vibrant city of Pittsburg. Spanning 1,921 sq ft, this residence offers a blend of comfort and functionality. The kitchen is a chefs delight, featuring a practical layout that opens to a cozy breakfast nook and dining ""L"" area, perfect for both casual and formal dining. The home boasts beautiful tile and hardwood flooring","Burhan Mehmood","NBM Ventures Inc","https://www.homes.com/property/161-edgewater-place-pittsburg-ca/gtnndlme5h77x/","161 Edgewater Place, Pittsburg, CA 94565"
"https://www.homes.com/property/88-e-6th-st-pittsburg-ca-unit-215/vfqnclj7bzwey/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/88-e-6th-st-pittsburg-ca-unit-215/vfqnclj7bzwey/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/88-e-6th-st-pittsburg-ca-unit-215/vfqnclj7bzwey/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/88-e-6th-st-pittsburg-ca-unit-215/vfqnclj7bzwey/"" role=""link"" aria-label=""88 E 6th St Unit 215, Pittsburg, CA 94565"" title=""88 E 6th St Unit 215, Pittsburg, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""88 E 6th St Unit 215, Pittsburg, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","42","$399,999","1 Bed","1.5 Baths","1,560 Sq Ft","88 E 6th St Unit 215, Pittsburg, CA 94565","One of a kind 2 story condo with large upstairs loft. Must see to appreciate, this is one of the best buys in town if not the county. Located in the heart of the Old Town Dist of Pittsburg. Stone kitchen, Family/dining /kitchen combo. Office cubicle area downstairs, or set up the office upstairs. Large loft with 2 walk in closets upstairs. Stack washer & dryer included. Lots of windows for","Scott Macintyre","COMPASS","https://www.homes.com/property/88-e-6th-st-pittsburg-ca-unit-215/vfqnclj7bzwey/","88 E 6th St Unit 215, Pittsburg, CA 94565"
"https://www.homes.com/property/1248-metten-ave-pittsburg-ca/gfkzp9n0x9esx/","","https://www.homes.com/assets/images/spacer.gif","","","","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/1248-metten-ave-pittsburg-ca/gfkzp9n0x9esx/"" role=""link"" aria-label=""1248 Metten Ave, Pittsburg, CA 94565"" title=""1248 Metten Ave, Pittsburg, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""1248 Metten Ave, Pittsburg, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","2","$299,000","Land","0.2 Acre","$1,495,000 per Acre","1248 Metten Ave, Pittsburg, CA 94565","","Adolfo Rios Sr.","Bcre","https://www.homes.com/property/1248-metten-ave-pittsburg-ca/gfkzp9n0x9esx/","1248 Metten Ave, Pittsburg, CA 94565"
"https://www.homes.com/property/251-e-17th-st-pittsburg-ca/29pwsdwrjvc30/","","https://www.homes.com/assets/images/spacer.gif","","","","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/251-e-17th-st-pittsburg-ca/29pwsdwrjvc30/"" role=""link"" aria-label=""251 E 17th St, Pittsburg, CA 94565"" title=""251 E 17th St, Pittsburg, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""251 E 17th St, Pittsburg, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","2","$484,000","3 Beds","1 Bath","1,080 Sq Ft","251 E 17th St, Pittsburg, CA 94565","3 bedroom 1 bath home with additional detached 4th bedroom in backyard. Sits on a quite street close to schools and shopping. Close to Bart and Freeway. Garage converted to extra room. Currently tenant occupied.","ERNEST NICHOLS","","https://www.homes.com/property/251-e-17th-st-pittsburg-ca/29pwsdwrjvc30/","251 E 17th St, Pittsburg, CA 94565"
"https://www.homes.com/property/319-turnstone-cir-pittsburg-ca/1c7971dg29j2n/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/319-turnstone-cir-pittsburg-ca/1c7971dg29j2n/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/319-turnstone-cir-pittsburg-ca/1c7971dg29j2n/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/319-turnstone-cir-pittsburg-ca/1c7971dg29j2n/"" role=""link"" aria-label=""319 Turnstone Cir, Pittsburg, CA 94565"" title=""319 Turnstone Cir, Pittsburg, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""319 Turnstone Cir, Pittsburg, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","30","$590,000","3 Beds","2.5 Baths","1,805 Sq Ft","319 Turnstone Cir, Pittsburg, CA 94565","Welcome to 319 Turnstone Circle in Pittsburg, CA a beautifully refreshed home that's move-in ready! This charming 3-bedroom, 2.5-bath residence features fresh interior paint and brand-new carpet throughout, creating a clean and modern feel from the moment you step inside. The updated bathrooms showcase new vanities, adding style and functionality. Enjoy a practical and comfortable layout with an","Travis Azevedo","A 2 Z Homes, Inc.","https://www.homes.com/property/319-turnstone-cir-pittsburg-ca/1c7971dg29j2n/","319 Turnstone Cir, Pittsburg, CA 94565"
"https://www.homes.com/property/210-kona-cir-pittsburg-ca/mmnjbg67c9w89/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/210-kona-cir-pittsburg-ca/mmnjbg67c9w89/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/210-kona-cir-pittsburg-ca/mmnjbg67c9w89/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/210-kona-cir-pittsburg-ca/mmnjbg67c9w89/"" role=""link"" aria-label=""210 Kona Cir, Pittsburg, CA 94565"" title=""210 Kona Cir, Pittsburg, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""210 Kona Cir, Pittsburg, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","28","$89,900","3 Beds","2 Baths","1,440 Sq Ft","210 Kona Cir, Pittsburg, CA 94565","HUGE $20,000 PRICE REDUCTION!! It’s not often you find a 3-bedroom home with a bonus room in a 55+ community—but this one has it all! Step into a spacious living room that flows into an adjoining dining area, with a desirable split floor plan that places the primary bedroom and bath on one side and the two additional bedrooms on the other for added privacy. One of the bedrooms is currently set up","Stephanie Wagner","Bhg Royal & Associates","https://www.homes.com/property/210-kona-cir-pittsburg-ca/mmnjbg67c9w89/","210 Kona Cir, Pittsburg, CA 94565"
"https://www.homes.com/property/77-hilo-dr-pittsburg-ca/61sd56leslz04/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/77-hilo-dr-pittsburg-ca/61sd56leslz04/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/77-hilo-dr-pittsburg-ca/61sd56leslz04/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/77-hilo-dr-pittsburg-ca/61sd56leslz04/"" role=""link"" aria-label=""77 Hilo Dr, Pittsburg, CA 94565"" title=""77 Hilo Dr, Pittsburg, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""77 Hilo Dr, Pittsburg, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","23","$279,900","3 Beds","2 Baths","1,673 Sq Ft","77 Hilo Dr, Pittsburg, CA 94565","Here's a stunning new home located in the highly sought-after 55+ community of Delta Hawaii. This beautifully upgraded residence features stylish wood-look flooring, a spacious kitchen with a striking island complete with decorative pillars and a double sink, plus stainless steel appliances and an upgraded hood vent that adds a unique touch. Rich dark wood cabinetry enhances the home’s","Jewel Lukens","STONEMAN CORPORATION","https://www.homes.com/property/77-hilo-dr-pittsburg-ca/61sd56leslz04/","77 Hilo Dr, Pittsburg, CA 94565"
"https://www.homes.com/property/3142-cortina-dr-bay-point-ca/546cevelyc8xk/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/3142-cortina-dr-bay-point-ca/546cevelyc8xk/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/3142-cortina-dr-bay-point-ca/546cevelyc8xk/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/3142-cortina-dr-bay-point-ca/546cevelyc8xk/"" role=""link"" aria-label=""3142 Cortina Dr, Bay Point, CA 94565"" title=""3142 Cortina Dr, Bay Point, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""3142 Cortina Dr, Bay Point, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","33","$950,000","5 Beds","4 Baths","2,803 Sq Ft","3142 Cortina Dr, Bay Point, CA 94565","Built in 2021, this exquisite home with no HOA in the highly sought after San Marco Capri community offers luxury living. Offers a bright and open floor plan and inviting indoor-outdoor living. The expansive foyer and elegant spiral staircase offers a grand welcome. The spacious main level features a light-filled living area with high ceilings, recessed lighting, and an open flow into the dining","Sangeeta Rai","Keller Williams Realty-Silicon Valley","https://www.homes.com/property/3142-cortina-dr-bay-point-ca/546cevelyc8xk/","3142 Cortina Dr, Bay Point, CA 94565"
"https://www.homes.com/property/109-reef-dr-pittsburg-ca-unit-109/9667stk9fyptr/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/109-reef-dr-pittsburg-ca-unit-109/9667stk9fyptr/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/109-reef-dr-pittsburg-ca-unit-109/9667stk9fyptr/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/109-reef-dr-pittsburg-ca-unit-109/9667stk9fyptr/"" role=""link"" aria-label=""109 Reef Dr Unit 109, Pittsburg, CA 94565"" title=""109 Reef Dr Unit 109, Pittsburg, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""109 Reef Dr Unit 109, Pittsburg, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","43","$120,000","2 Beds","2 Baths","1,152 Sq Ft","109 Reef Dr Unit 109, Pittsburg, CA 94565","Beautifully maintained inside and out, featuring a large, beautiful & low yard, plants will remain. A nice paver patio on the side of the house, perfect for entertaining. This home has been lovingly cared for inside and out and is an ideal home if you're downsizing and looking for a tranquil lifestyle without sacrificing comfort. The open concept seamlessly connects the living, family and dining","Cheri Hunter","Bhhs Drysdale Properties","https://www.homes.com/property/109-reef-dr-pittsburg-ca-unit-109/9667stk9fyptr/","109 Reef Dr Unit 109, Pittsburg, CA 94565"
