"anchor href","image src","image src 2","image src 3","w_100%","d_inline-flex","textStyle_subHeader","image src 4","textStyle_body","textStyle_body 2","image src 5","textStyle_body 3","textStyle_body 4","image src 6","textStyle_body 5","textStyle_body 6","c_grey"
"https://www.trulia.com/home/5812-keyntel-st-citrus-heights-ca-95621-26023950","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/6660e4fd9b45712787cd4f596c4cc0bf-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/9ed683c3b7d413681ad48af6d78bc0b0-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/8211da53e01ca7845a2f99be94dd9bd6-full.webp","Use arrow keys to navigate","NEW - 2 DAYS AGO","$485,000","https://www.trulia.com/images/icons/txl3/BedIcon.svg","3","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","2","Baths","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","1,220","sqft","5812 Keyntel St, Citrus Heights, CA 95621"
"https://www.trulia.com/home/6717-alden-ln-citrus-heights-ca-95621-2104856586","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/906d67f89e328a6ab7e14fdf4a743268-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/d60094973f8008a4be568dac54b7690c-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/6473454348df389f74e8a6151ec09845-full.webp","Use arrow keys to navigate","OPEN SAT, 1-3PM","$168,500","https://www.trulia.com/images/icons/txl3/BedIcon.svg","2","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","2","Baths","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","1,368","sqft","6717 Alden Ln, Citrus Heights, CA 95621"
"https://www.trulia.com/home/6016-6016-cackler-ln-citrus-heights-ca-95621-460910091","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/1a1fa117bbf89d6d1fb30c153e1cc733-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/bf2bbf838747f0fbe16fb7adbb2baf38-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/c61b1ee65b65635d71daee58ab3d628b-full.webp","Use arrow keys to navigate","","$134,900","https://www.trulia.com/images/icons/txl3/BedIcon.svg","2","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","1","Bath","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","800","sqft","6016-6016 Cackler Ln, Citrus Heights, CA 95621"
"https://www.trulia.com/home/7409-kalamazoo-dr-citrus-heights-ca-95610-26033370","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/5f272d452d6fc907cd7604bb8afd91b1-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/44fbf185b7b263818b978af299d32b1f-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/8e4911a5cd07aa42dc10c809066ca163-full.webp","Use arrow keys to navigate","","$475,000","https://www.trulia.com/images/icons/txl3/BedIcon.svg","3","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","2","Baths","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","1,701","sqft","7409 Kalamazoo Dr, Citrus Heights, CA 95610"
"https://www.trulia.com/home/7548-twin-bridges-ln-citrus-heights-ca-95610-300345520","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/f95804bd2b6387d3b6ae4051ab1f2a7a-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/4f763b8b75fb864f16e88b4b5fbc5ee0-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/d292c8df95e7033adc79374b0c0cdd1f-full.webp","Use arrow keys to navigate","","$575,000","https://www.trulia.com/images/icons/txl3/BedIcon.svg","3","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","2","Baths","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","1,845","sqft","7548 Twin Bridges Ln, Citrus Heights, CA 95610"
"https://www.trulia.com/home/6630-dunmore-ave-citrus-heights-ca-95621-26022705","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/baba50b1e5aeb28997e9c9f915fead9a-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/2f3b9fe7e43812514508d53b35f131fd-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/f7f0e43d6429e340527a6e7e9628b0c4-full.webp","Use arrow keys to navigate","","$559,000","https://www.trulia.com/images/icons/txl3/BedIcon.svg","4","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","3","Baths","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","1,400","sqft","6630 Dunmore Ave, Citrus Heights, CA 95621"
"https://www.trulia.com/home/6286-cavan-dr-4-citrus-heights-ca-95621-26024251","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/20e2d2a0852822b137ba752f4bbe93d9-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/d43d380d27018584e5ce0a9710e2caae-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/f921a5499602e3fd2f4834b359ea7fd2-full.webp","Use arrow keys to navigate","","$220,000","https://www.trulia.com/images/icons/txl3/BedIcon.svg","2","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","1","Bath","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","924","sqft","6286 Cavan Dr #4, Citrus Heights, CA 95621"
"https://www.trulia.com/home/7080-dolan-way-citrus-heights-ca-95621-25983370","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/8b718e20fe34975695d6710d72aca7c2-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/b63a63e226e8ccc54a214e8f66dfa469-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/762410e51d3f51fb219acf0cf9a36cad-full.webp","Use arrow keys to navigate","0.25 ACRES","$499,900","https://www.trulia.com/images/icons/txl3/BedIcon.svg","4","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","2","Baths","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","2,115","sqft","7080 Dolan Way, Citrus Heights, CA 95621"
"https://www.trulia.com/home/7408-westgate-dr-citrus-heights-ca-95610-26046867","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/de1b1286fed01c84222e68864d7f506c-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/536ed68a028ab1d2d50d11f7e8232154-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/c26f3fc99e71cbce9acacad591dd2274-full.webp","Use arrow keys to navigate","0.25 ACRES","$530,000","https://www.trulia.com/images/icons/txl3/BedIcon.svg","3","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","2","Baths","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","1,047","sqft","7408 Westgate Dr, Citrus Heights, CA 95610"
"https://www.trulia.com/home/8344-big-oak-dr-citrus-heights-ca-95610-59378065","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/b875a8cc019376dc8057d319786a57c4-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/03e8e5e2fbd554e3045783ef5376857d-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/89407ff9f056f6abf1631c225136a066-full.webp","Use arrow keys to navigate","OPEN SAT, 2-4PM","$195,000","https://www.trulia.com/images/icons/txl3/BedIcon.svg","2","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","2","Baths","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","1,228","sqft","8344 Big Oak Dr, Citrus Heights, CA 95610"
"https://www.trulia.com/home/8041-alta-vista-ln-citrus-heights-ca-95610-26033126","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/53b0582500269d1957c29b39a8484845-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/df9b3279c85277068032ac24de09887b-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/48eaa26043dbf0456e84222348c135ce-full.webp","Use arrow keys to navigate","","$485,000","https://www.trulia.com/images/icons/txl3/BedIcon.svg","3","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","2","Baths","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","1,654","sqft","8041 Alta Vista Ln, Citrus Heights, CA 95610"
"https://www.trulia.com/home/8391-cranford-way-citrus-heights-ca-95610-26067314","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/f5a30d3843e35b95682affa1264c393f-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/aecb8aaf9a2b8cf999722281b1f6e730-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/8a468ea70cd4c83c449afe4616979206-full.webp","Use arrow keys to navigate","","$499,000","https://www.trulia.com/images/icons/txl3/BedIcon.svg","3","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","2","Baths","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","1,326","sqft","8391 Cranford Way, Citrus Heights, CA 95610"
"https://www.trulia.com/home/6845-caywood-ct-citrus-heights-ca-95621-59378660","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/1e1ef78c92f233c0be47794448c5d398-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/4898303236be0846b8ca866f9078f467-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/854f140b812fe844059cad744a77b982-full.webp","Use arrow keys to navigate","","$165,000","https://www.trulia.com/images/icons/txl3/BedIcon.svg","2","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","2","Baths","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","1,536","sqft","6845 Caywood Ct, Citrus Heights, CA 95621"
"https://www.trulia.com/home/7217-springleaf-ct-citrus-heights-ca-95621-25985192","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/0a3be547e565e79691fa4a33a3999a91-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/6039f5c044d4f6c8ef94b630fb129012-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/c597692824940fcde51cbc86a3a3341b-full.webp","Use arrow keys to navigate","","$535,000","https://www.trulia.com/images/icons/txl3/BedIcon.svg","3","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","2","Baths","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","1,298","sqft","7217 Springleaf Court, Citrus Heights, CA 95621"
"https://www.trulia.com/home/7036-catamaran-dr-citrus-heights-ca-95621-26004954","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/31f35370fc38bf3880d3a68b694c113c-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/a0ac3cb3a4bd4cd41941b6c6b4190d71-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/2fdf39bf795295c7cec7eca74c73d8f3-full.webp","Use arrow keys to navigate","","$429,000","https://www.trulia.com/images/icons/txl3/BedIcon.svg","4","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","2","Baths","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","1,578","sqft","7036 Catamaran Dr, Citrus Heights, CA 95621"
"https://www.trulia.com/home/7443-heritage-meadow-pl-citrus-heights-ca-95610-26010265","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/177b7b4211cfa4cf0a12208138a4eda3-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/fb47efb452f7c0e5218ca01caf7d933d-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/40ae6a7dd2b7e2de83cdad6774a19682-full.webp","Use arrow keys to navigate","","$475,000","https://www.trulia.com/images/icons/txl3/BedIcon.svg","3","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","2","Baths","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","2,460","sqft","7443 Heritage Meadow Pl, Citrus Heights, CA 95610"
"https://www.trulia.com/home/8227-cripple-oak-ct-citrus-heights-ca-95610-26009579","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/e0583ba6588126518d9410b274c845b7-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/5fb131f4cdaaa412a9de429155eb2f99-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/8fda9f2538414971092040767f1dd90a-full.webp","Use arrow keys to navigate","","$640,000","https://www.trulia.com/images/icons/txl3/BedIcon.svg","4","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","3","Baths","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","2,322","sqft","8227 Cripple Oak Ct, Citrus Heights, CA 95610"
"https://www.trulia.com/home/7539-quail-nest-pl-citrus-heights-ca-95610-26011111","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/a0faae63109d5c10d957bc73e3833295-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/1789fcb66ab9552e7d1813595eebee47-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/7894ecae4de1b4b58edbb0ee3e8cfb98-full.webp","Use arrow keys to navigate","","$485,000","https://www.trulia.com/images/icons/txl3/BedIcon.svg","3","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","2","Baths","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","1,523","sqft","7539 Quail Nest Pl, Citrus Heights, CA 95610"
"https://www.trulia.com/home/7411-black-tree-ln-3-citrus-heights-ca-95610-2086615492","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/40ef06861259ea6f2be3f2e85b933424-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/48d19e864b74ca14471ae5fd50188093-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/29a4268f125e56ed34d2393e2aaf8a17-full.webp","Use arrow keys to navigate","","$525,000","https://www.trulia.com/images/icons/txl3/BedIcon.svg","3","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","2","Baths","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","2,098","sqft","7411 Black Tree Ln #3, Citrus Heights, CA 95610"
"https://www.trulia.com/home/7877-sayonara-dr-citrus-heights-ca-95610-26047051","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/663f556d77e51916cdbd3c73e918b8bf-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/209aafbe7ebe4998f48072100e5821e0-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/f5a607cf53aac346696b0a0d6bd7d5d2-full.webp","Use arrow keys to navigate","FORECLOSURE","$850,000","https://www.trulia.com/images/icons/txl3/BedIcon.svg","8","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","4","Baths","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","3,576","sqft","7877 Sayonara Dr, Citrus Heights, CA 95610"
"https://www.trulia.com/home/6442-auburn-blvd-4-citrus-heights-ca-95621-26024355","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/614463bafe6750f1fec331496bedb877-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/a50345e22e62b0d5246d5244956bcab3-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/7e328cab2965d885ad911b37f0ab5442-full.webp","Use arrow keys to navigate","","$225,000","https://www.trulia.com/images/icons/txl3/BedIcon.svg","2","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","1","Bath","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","924","sqft","6442 Auburn Blvd #4, Citrus Heights, CA 95621"
"https://www.trulia.com/home/77168-lauppe-ln-citrus-heights-ca-95621-59379213","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/7e0ae179de7decdd151b37f52ec7d1a1-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/7c4ed97b560fd870b17b2b293437f503-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/0388b2af53f02c51826bf1af34d48f1e-full.webp","Use arrow keys to navigate","","$99,000","https://www.trulia.com/images/icons/txl3/BedIcon.svg","3","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","2","Baths","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","1,440","sqft","77168 Lauppe Ln, Citrus Heights, CA 95621"
"https://www.trulia.com/home/92-tallwood-cir-citrus-heights-ca-95621-240358846","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/ef76ecd1b36c21caef3fe7c47aceaaf3-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/870559d9d8b9064a6407b19dee0a3e17-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/8f605f42c814bf0e9760968e717f9cc7-full.webp","Use arrow keys to navigate","","$89,000","https://www.trulia.com/images/icons/txl3/BedIcon.svg","2","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","1","Bath","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","784","sqft","92 Tallwood Cir, Citrus Heights, CA 95621"
"https://www.trulia.com/home/7862-paseo-de-daly-citrus-heights-ca-95610-337978083","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/f3ad1f01ff0283b76082eb9606352aef-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/e43587e46a8fe5ee6b7da3cae7e391e7-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/63596986f07d6f487c54751e5e31ad39-full.webp","Use arrow keys to navigate","","$500,000","https://www.trulia.com/images/icons/txl3/BedIcon.svg","3","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","2","Baths","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","1,508","sqft","7862 Paseo De Daly, Citrus Heights, CA 95610"
"https://www.trulia.com/home/7248-minuet-way-citrus-heights-ca-95621-25983487","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/69a9bfc7795f6239a53be501e6b4aabd-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/7f59e5cada11f9f7205a78b30f020e52-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/caf65781ff2846b49a4ccfc4dad778fe-full.webp","Use arrow keys to navigate","","Price Unknown","https://www.trulia.com/images/icons/txl3/BedIcon.svg","3","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","1","Bath","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","1,048","sqft","7248 Minuet Way, Citrus Heights, CA 95621"
"https://www.trulia.com/home/5765-sperry-dr-citrus-heights-ca-95621-26030896","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/9e8805cada0e842e0172e71cc7768ec9-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/e09ff667ac8946de1ac3ca17e57e37f9-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/7a2df280574b953cefa139a352024e0f-full.webp","Use arrow keys to navigate","","$529,000","https://www.trulia.com/images/icons/txl3/BedIcon.svg","3","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","2","Baths","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","1,627","sqft","5765 Sperry Dr, Citrus Heights, CA 95621"
"https://www.trulia.com/home/8580-villaview-dr-citrus-heights-ca-95621-25981612","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/21583ca6bc0e7f4e42cc233d8f32167c-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/112cd3f84b54628359e1a701fd661462-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/e4a54916dfbd71a0dbc4252002d60df5-full.webp","Use arrow keys to navigate","","$445,000","https://www.trulia.com/images/icons/txl3/BedIcon.svg","3","Beds","https://www.trulia.com/images/icons/txl3/BathIcon.svg","2","Baths","https://www.trulia.com/images/icons/txl3/SquareFeetIcon.svg","1,137","sqft","8580 Villaview Dr, Citrus Heights, CA 95621"
