"jcs-JobTitle href","jcs-JobTitle","mosaic-provider-jobcards-1f1q1js","mosaic-provider-jobcards-1f1q1js 2","css-19eicqx","css-1f06pz4","css-zydy3i","css-zydy3i 2","css-zydy3i 3","css-zydy3i 4","css-zydy3i 5","css-zydy3i 6","css-zydy3i 7","css-zydy3i 8"
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AxaWH2nob_6Zkf1Sqbe9i5tdn9qfEjmJwMchcaXBid8Ia1h1UW8j8SNBAnlsWaqLC9Vd8dpnkL1VE9S4-3R76sdK3V8k2snnNJgbExdR7YZvo_cWO1YkuSCfsrkd13Hb8YHh6Vza1clx42Eyvs93DLsnxdOVV1Mha9rkInUDArDuPXc55er6tvNnBPNDFo0Cym9tsqk6IY9aw_j7Po8M9Ny9DYu4e2S1CfFdl4thdILcZu-JGNC6_O-PJBblieSOSl563DTbhtG3nZMHpgKkRNIjZ_wzTSgRQTvAWgiduQnP4GCQPm5ETpj8XdmkOFY77Scn8Av5sZtgopGLWfDhkgLaRBYC4f66g65eK5x6DfJ3sYl8YzNPJ_lebyujAXdBuivzkj4dyqDd2McPP7ijDF7wmmP5lYoEenqMj8AlUFmVt8Ddn9z9vuV0b4UlsrPA8lh6QA0XfKd3TnGuQqC5_VOQ5gvXRfo2etvtQZ80_mfu24CHt16HRjAwNGbwf9Hu9SpZe5BFEru--3hrTPdKS_R6-bjL07dueiG_QdTbrjWlPfKv_nC9YkqdvdZM67bzh5vWuluLli1wIZNIovJ3n_FpziihqGbqjcmHuCrmou9KeGKuNW1ocAXpUz9pqpeZZij96zI1E9n2iBMtGmGFdFouCsbMJmkVZxmF92c8zV4OqSZSDi4Dl0cURJexD_X90uq1-5q5yd7-lI2jJXlvbcZCCnlXXGo_s%3D&xkcb=SoCP6_M3mu0UCf2BgJ0LbzkdCdPP&camk=nUmJqO2E8riwjQfPevjWkQ%3D%3D&from=hp.jobsForYou&tk=1jjeu6ufvgop1801&jsa=8065&vjs=3&mtk=1jjeu5kvujccl800","Database Engineer","Easily apply","","Manpower Engineering","Foster City, CA 94404","$85.78 an hour","Health insurance","401(k) matching","Vision insurance","Health savings account","Dental insurance","Flexible spending account",""
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Auw088v_g3iCQsAKrg-1ddR39RF1lm37BeTzwxg85fAymG95ZEtT94LRPhfs0aNZX6rMGv1yYNAFX6ONYVOcIOfBVu45aUT6FHQBWx6o-HlNZQwOGtpTT7omXSKyky9dNATzfdz3_NU1ljpp7Tnd54bh92AYrQKRRWsMx6k0c43uGU34R2K9x_5SWHOoe-od9IbFofMqG-gO-5hpr831PxVR2lfaUs-wi4q9fYl_Uf6ABh4nKpFLFiui3ChNlOhxFSkeLCTDmOm-ZXs8M-87URQLl6LQRaBpJWrFw1CaumtkdUUYP11Q8hsu9t77EtrF7IDx_Y0MaHRh0gfveYDOHnLpMLMpOkeGDJ6fxGIZOICU-Og3OHE_fOoEfOSwWv-ubuZBqreVDB5juo_42Bw5C8AwI_BY3ip-NzZjO1cLemE-5Uz0s0WDh0t1FlVJRkVQAD6lHz13JwPTgF2qFotIDSuvKo0k4-eb78qV-7O2mL9RHYrO25WOVyyNx_8uuoHHihihnU9M2YUgnXAltXvaB4PPw5H-nYRFvO1vuHj471jh61616i6YpZi6vIgYbzcSsdXKYXPaVaewT8T0gL0D_yrC-JfosDglWDYSE4Wm2ih_YOJNqz2MO_GGVKk7ReDfKXOKQJb3bRm8qj3JgndhdAGHsCKME8wpcP4dWaQl7oD82X1CUmRLcYsv9MgFfSUMcazwUz_zd_eMRevyvpLvB87iiw3F6hnTdY9138z9KTPLTzpLEBnLHD&xkcb=SoAB6_M3mu0UCf2BgJ0MbzkdCdPP&camk=nUmJqO2E8rgd5ijWtjvSWQ%3D%3D&from=hp.jobsForYou&tk=1jjeu6ufvgop1801&jsa=8065&vjs=3&mtk=1jjeu5kvujccl800","Functional Consultant (French Fluency)","Easily apply","","Odoo, Inc.","Hybrid remote in San Francisco Bay Area, CA","$70,000 - $100,000 a year","Full-time","401(k)","Health insurance","401(k) matching","Paid time off","Vision insurance","Health savings account"
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D0COgrZ5esAGQHfIlSu4u-zPl1EQBp6dPaYF7joqiLmgvPJFmirB0MkSZlv-kLotTvldqQsBOgVpGdgpmobG4nbSj1pDrAyEiiPUNtg6KCA2hInOc_Riqtxv7nySD8an2aefGvc94L-Nkis-AD8Cw43KPpLS_s7CZ3OmXOdvZ5OuibrYjHW8IAbmmRYECsWduem3-HiPYfZNaXrYsAP1KmAqjxbtj0A0Pk2EhxyyxxNklTNAmqX1f9mLW6hKGKrjMaqTM6k69cLzP0vXXKFByTfa1LtwqBuNa09NgUQVtkUo0z22rsqtBNupt1G9paDODbHOlNpZvl0eamXvH783S9LR4_z0mGcsueigRd3Iq4_1PG3mRYBVvO_abMc4mtiNSiph_kHS9tWmWiB--TdUxa9AH_u6wk7-k9zNzuENCXewq2YBvx0g1hvBRFI3G00cFP_2AwYNOEtWEyUgP1dec0YDW_OS3rr9fb1LjsGIpw0wcPU3njIcjOAs0QpaWRXE6O03iBA7g-z8ApSTMNhXGp75VxQGrf10Xv87hizptjQxZnfn5EQV8rdy2sy_baMBbX-kjH3NHcaLxrMLyuKm79CzZuLEzS2BMuvHl8qaFPcfE-F8pj3wiEBo1CucjnQlKVSrVZbXsOLqeUAMB8phe1uwl3sTs74NAPG3kkLfv3PrhB8MDe4AoOtCpB728_2bUA7Hpf860vfYlwJ8u4GbSmYulcjfa-gmw%3D&xkcb=SoC16_M3mu0UCeWBgJ0KbzkdCdPP&camk=UoKtGZLa3XJ68AfdAVd2BA%3D%3D&from=hp.jobsForYou&tk=1jjeu6ufvgop1801&jsa=8065&vjs=3&mtk=1jjeu5kvujccl800","Product Design TPM, HW Development","New","","Amazon.com Services LLC","Sunnyvale, CA 94087","$146,200 - $197,800 a year","Full-time","AD&D insurance","Parental leave","Health insurance","401(k) matching","Paid time off","Vision insurance"
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BJMW_X9OCLkZ04_weh8WkR-IGNb1MhigwTP7XGwrJOF4wg4RYl2WOvWemMuVjBNfdj3XgWHWdnd66Q-ifjjVoTwzphE-HichST9eMWvWIoVO7T0eW49zwjWeSduUNPk4VnLF3g-LWiY6eooTD4wNRtiHO_mSMA3yRI6xL9yeVPBoPLs_CtXcXdg4v-jnIlAftUv2CIu_4aZOrbCSRmcIniHOVr_nmmpY-TK_EPqcUgO7MPhjgwb08cHpnQJ7DhLlMkEx0e0Dxn6iKvXVLz9eYBeojqD6_FlEk5CKxff7bOxtzoNkLiMX8t7bkQrYHRJ4NbufoqzJY3ymeXSvIvUGcxPBl_58ayky5yAt3ZNe94ewgCnUWpQZVFYKH5ltX7loy3OPBCT1h1CBieNBHD2w9aTtDEo8W7Hy2c9qVcr2oqs-qvBWu4PY3d12ItGxauDSNL7kqe0hX0EP0ciwtzP6T_DB1gggkuO8tpaeV-VxvnwUFNRxHsV0r-Zwc5T0uMmdKcw4m1JFPdvF_8uZckQ6YWD7d24DYY8mkNoSrl5JlqusWC2TtJM6gujtceMXfGiIrzNZVunAW7DggQzVfDGtgDreLfSEPukLTnVDPWbm-GImDsHUSN5yY3MuE4uLyQF5u9WPtlgx9R_6nTgeWJO26-zCp8MXBagC3tD77WQHfTyEv-yT3TWlbJjtc5posgwDyQ9sI3zu4J4sFxuQOR14l73PQT3V1rxCH89fVGt0-yy3QaqCeolExsPeEOU25Zcu2Eu1-CdEkE2hmcG8iNYdAEx88efNVjPv1FWQbg59sKcvsLjUoG_uHAr2hqPwWC8O0%3D&xkcb=SoBE6_M3mu0UCe2BgJ0LbzkdCdPP&camk=UoKtGZLa3XIrsHRDmDZS4Q%3D%3D&from=hp.jobsForYou&tk=1jjeu6ufvgop1801&jsa=8065&vjs=3&mtk=1jjeu5kvujccl800","Sr. Software Engineer - Falcon Fusion Product (Hybrid)","","","CrowdStrike","Sunnyvale, CA","$140,000 - $215,000 a year","Full-time","Parental leave","401(k)","Health insurance","Paid time off","Paid holidays",""
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CcZyzezfzvtPQUPPpPoUj9-ywsUO7mA4JsOj3ENCeqrJiOFM9qld6zFoQ0ZLaPv4Xca82wnyFm7CCkYHdZlDmS_fVMo4LRwREhDKjo_EENN9iNSS21X6QYyRDzKfBZHKzdqeDLNESW60A9_Lm73Rhy8vb507hVEMbaTEMMhedalfo3_BsuoHSuKR3XlAPZb1IowlBKxOd1_SqLxOSj1gy78xb_5wmBwACNOui1jaPqGyL2HODdmsVfoO09nBGrEfYiq9CoXiFNonFIth9oksNdyil8PlJllwdGhdnBNyRVDeGf3jpYbBPeup0X0F3P5tg8700gW87JuV1Him0fS7QeOZ3SVlEXdnnyyaE7a1XmUi8-jX_QjVYpNPDl0CwB3a4pmKvon-y8S-q4okI8ra5OiV7siNLuYKxnx_wkwX5quCIC0PQOLEjbeGlalAOga38R7KSrrbrWydCIdUoaiHiyaR5vA5xbtmYjG8GJs9ZHqnS3_-0cSSzCC6Ig61jG-Y2zqgm1E3IGbUNH-jOsYQfC5Y-V-fVCKvWGRoz-ZS6ENDtfTaP5TdPjYVh22DKLdkehTZZYLxxDgJs55ki2fdcESbpAFVU3lTsMAaEADjVJSnBiYd3f1sp7dZVJEjLByPRYVR6yvwNNCu-hlFh6csV_fxN3i4OMvEIT1dU6ED-uok3Vn6ynQx_YdzABx7Sda3rU_WXEu087RMMsgmFKKdND9gDTICEhCYMqnPgEUrXnpA%3D%3D&xkcb=SoDy6_M3mu0UCZWBgJ0LbzkdCdPP&camk=ethIe0s0heeNfU3Z2no7uw%3D%3D&from=hp.jobsForYou&tk=1jjeu6ufvgop1801&jsa=8065&vjs=3&mtk=1jjeu5kvujccl800","ServiceNow HRSD Developer","Easily apply","New","Maxonic, Inc.","Sunnyvale, CA 94043","Up to $80 an hour","Contract","","","","","",""
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DCABazHL8O5GOZ9SkboesCDN3OOnQNrgcPoVuJ1CXl9AwrnZx1Q1QqyhI-Zdi5m1m8M0YT5kpL8lDymw_3cebf00jlsg-HANYoC456f-5T1mZXUlR5VQyWDVsBGf_r84kzAPlIq2lXicBlo03c4Fd_hd2b2A8DWRX_xBY03pnn-QVhJCREySGinWlmOJQWTS_8V_pTE9iHJCOLeaCI1fPeyV_xKy0swhnt35FDkR7LrP3wXadj9cNg1yJymzop6frkxyfNOVgx_vXLefu80aDolt_81QlmjmPGwds3mMCLi_Z-3iMGWMXrk9_Lrgc3hG7pKVQ9wS3B1N_WjcMGzY0WixUcjYrVzMyrgKDPiezDplc5xBdhB7eyQuzBwVJIbLUegvFq0Ei1L6KdzEVik7C5NI6DhYx2yK61dc-kKcJ5wg_n3o4-QYs0n1bEmfqwu7riOWQFZ9NGTZVCy0Ybe71OsExdWVg9YnLInVq-rdvKYMokHBr-SvQXYr3ZInINy25GgnSMoPNevd4mIb7di-BZKfuo61KU1IAzfTtgJhHRSuxy90YIYv5TN4DLqpYc9PbwuVow5SNfyv1bliBXVRRUbcyEhGPRhGSF_UreRVTSU_Qmpu-cBmeR7T4OL-6HkvcCJECpfRYXtKarVOpaSZfub8H7---ycNvyf1Rd3mGTlpPBCBc0KoUxAiEZny9Ol4hBVO7EWtBCRjocY3_ZMzElnpCGTd_nCj5X4s7R-3Fi5A%3D%3D&xkcb=SoDh6_M3mu0UCZWBgJ0PbzkdCdPP&camk=UoKtGZLa3XI6i1nM7_c38A%3D%3D&from=hp.jobsForYou&tk=1jjeu6ufvgop1801&jsa=8065&vjs=3&mtk=1jjeu5kvujccl800","Software Development Engineer","Easily apply","","FV.ai Lab","Palo Alto, CA 94301","$158,000 - $167,000 a year","Full-time","AD&D insurance","401(k)","Health insurance","401(k) matching","Paid time off","Vision insurance"
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CXvpEyAPrAUJ3jRG61yub3Zkm3BUz2JztXmaHcCcRvk21NT7I3mapE_v9JM5NwrAbc5tD7oj4VEfdR_SLTcVVspg4as-4IviXHGqeHT1jkk-daZvzEOyMS1FyWUBsG0RC7YTSM0un-jGO8wOooMzbdOP74rmAuumcli8GfkNnMCgGHReRMxbr7W8Ws05SsFRHCFI5f_2uUNj5SPHT6HYxPOMWv1tijkEWpiNEc0IvZ6IZYqHRdDZV7hFpz5mXXVbTmxW7fduHncxZooQt6gid9pqO8K4wbmLyCkZR96ADhbviTQ3Ed4T4zjldtHmFClpvQPziGZ3y1rSyFHjKTtkcZCKkYv0jHj6qGAF2CVpRZJ6C6gph2fnZWVIS0k0QQ8zAMVQsdQSQqWqazjSqmmq_-Wadrfsp8Al4i6rIhPtVghfw5X19rqGck15KsrI8QkWpfWKV5v-aEnXNtn5lgiHRuAHQiZJptsSGGdmSwFIf_vukwtc6qOIeBly7mwdlZHhnoEml7ZVCPzJTZ_2qM6LDBN4dxLRjaraAJgjjI8fJXu_ztE8BhMcNvd5ALYBJ8lEDQDpbSWFM0RK7t6vf2gLql2DMYiitbrhhM0JciJJXU2tnMfJoHbj91OgjWX4Qfd9IiMkamGupr-Zw_NRtFTu4MVwu4tUjmxBnkiGwFfp3sxX1d0NFI5cJO-7Xt9BwdzR0imBPQ8Lz63NjtrnATI4OVFMt1NOaFPyZWOHWaeFp0hQ%3D%3D&xkcb=SoC36_M3mu0UCZ2BgJ0LbzkdCdPP&camk=UoKtGZLa3XJ4gXEiuxSizg%3D%3D&from=hp.jobsForYou&tk=1jjeu6ufvgop1801&jsa=8065&vjs=3&mtk=1jjeu5kvujccl800","Windows BSP Validation Engineer","Easily apply","New","Infobahn Softworld Corp.","Santa Clara, CA 95056","$55 - $65 an hour","Contract","40 hours per week","","","","",""
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CxI8o2gNDigxVqbv7EC6_mceeeDQfYd7CrTx1WNFCDJNjZj2Op4qr1wuCmKxI50J6EFiDd-L_fcbQ6nX1CxI5r3HnNaVUdq6Kh8W6B2fPa-E3jyx0QigISkekoLCtFIFMl2pDd6AJ-IKn1Vz8sQXSVgFBGY3NJjJ7x3sRs1b_4JgxZzvRcHnLSMZySz-1ZaKolaurpQMAcaCyaGK-PzMuyBv9bHfJY5z4CvTOPakg2Un9sevreIQ_-n2GrOttobc_yF2Ex5XtwmbYyYaMwfO6e_74h9sYa5cpfQXQFnOvOFReYkVmSTwBXO0W5Ar6NOhpfkn4XsuAJItCfnUDv5StZ4UCq1MBmzFstDEjvO5iL8z7tWpQUKhX3GqnpJypYcFv3qnm06btqjTdnTV5dCBEwwI6vA_-F-sXXtiGpeYOs7y1XWgiiVyBgia-sYyECJH_Dz0eZitkrKRJ2aS0IWsh1-Rm2IEwUzSa8RskRYp6rSo57jjERch10lVerXgmK9aydD90vatjTiaCwK7siw5LK-RCFzoF5Ey6HUGZEyUmLoqPQ8MfaGYbSNp5jPRRKyhzyf2XnRLqnliPtSi5W1LLwJM-tp8n84saePSKD-KZUZ22wozVx2ESq5eVUgWPQPu6qsjRClCXjt5aNkdaFv8_fwOglNYrNCWN0ogufHPAVaSIZKvqEHPf6KGYbzjGPeDh25ty04WViPEQY7fZaJnMzev3uhVYmrJXbe5yCya_PC_7O7Y8-B7VnUM3UdmCIcXxrfLwNHGorqNv0bzb43pYvss6zsTx8Vn0PXtmFhGS2SaokohaZtt9yVo4xdGaLmmSWv7EV0Yv2cDkwoRxQI5acZJ2HlhrEmoH-kaDfrb65DDuTVYEGaQDJVT7vP26fOXrcdYOLfTkF-w%3D%3D&xkcb=SoCk6_M3mu0UCZ2BgJ0PbzkdCdPP&camk=ethIe0s0hec2VUYruJqj8Q%3D%3D&from=hp.jobsForYou&tk=1jjeu6ufvgop1801&jsa=8065&vjs=3&mtk=1jjeu5kvujccl800","Systems Analyst II Cadence (Community Connect) - FT - Days - Epic Community Connect","Easily apply","Often replies in 3 days","El Camino Hospital","Mountain View, CA 94040","$66.85 - $100.27 an hour","Full-time","80 hours per week","Day shift","","","",""
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CnM4TERr6XuVBW3VTRACvDXDx9S3Pbn6a0SwhkmoLTiNI2ch15tovdzhis_q4uZGTxG9jOB34SMJ4btqPOtZOS5ja8fu_eNt6WYgRw9_rwt4NlkNTtSmMTJhBK-KLF6_92aTNXP8DDSqTTNHXvJF3_vswtw8IiGnz3OiiTIhZBInbJOV_B_dROWtHWQeXFWncECeihMT5j_qvB-AeSuf8ZsLujI_J-vGcsR3ytmvRAjpPvRFNhpAX4NY0e5xEwHsCeJmecam_PbYo1iwKjSv1myEH0JGdlq5Q9_meDptzUgHbKhEruEhOcKmG5oMFumg0ZBZ7Nz33r9htClsCaYevkapX6olClTawPJHtgIDq3dglkQhFA5f9Vp7kaSLyLUqlURPFz1_dT2N-TMrfPBvri8AfUqXoulekd2EEBExutl4uLPNezunTiuhUqJ3GiCuGaX56O77ORtF61p4n7-xRn-dgibnHry7IBpGws908uRU7GQjMFwJUQm5CXi50TdFO4CRJp3GFL2qkdqc1q6fqqsW_m-Zk6NfiYsRSHCSf9s6c4NlikILo1mU1W_44bglDaXN-yDdERZiSW-K8xdQVjvJWD0wGiAswuR5MWAU42N1qU4ftvC80F4c1cUVmnMpAmJvhxqXfiUcZYWH_znjMBusdT-K0d1eY4RzPROW2yv35sgQfwG4QavkwshwwGgUcjOLiO-XF_MnFdG-81vBsKdm0fPU9W6f0iB9EDDzalJmjMJsOSkVL3nL_VM0eVbiaCW0RpfZMSsxmz5wWsVMsIyDQb8bVU08cdUV_d0FvfD564Jo1CfiVZp6u5623gXuFoQbMWGBSkIOCHtCVEzOMlPSR2NOrRrs2RxMSkzezKZ8T8ejUZ3TiqP0vWKrSuGcane1B-mwbHzHVGh3BKPhOFhKXoQE1agy1ZLFfw_h0a0MfW1fZVOf7Z3mb1xisOsIJOtZ1iik9ljA%3D%3D&xkcb=SoDP6_M3mu0TvY2BgR0EbzkdCdPP&camk=UoKtGZLa3XK1hP0JgBWHqw%3D%3D&from=hp.jobsForYou&tk=1jjeu7352jqih800&jsa=2943&vjs=3&mtk=1jjeu5kvujccl800","Embedded Systems Developer - AI Trainer","Multiple openings","","DataAnnotation","Fremont, CA","From $40 an hour","Contract","Flexible schedule","","","","",""
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CnM4TERr6XuVBW3VTRACvDXDx9S3Pbn6a0SwhkmoLTiNI2ch15tovdzhis_q4uZGQCSOdm0drd0IyLlFlQoo-sC5SLP7BIVPquiR0FoAGmNRmOdkQx7PBFI42RRMfNfRD_BVMOEWYELV5ifEtgWmZkULTwWIy8nCBM1zCCYZwr7FwW2IdFY1V44qcPEsa-T-uTeRK9wp_HaJcew21zZPvmbZq-0ePmZ_Y0N4PmfvC6XayUC92MDvbRRVofwtGNkPApHppIYsYPDpxy9Git-RGfELSmW4D_vRbxNKTpm5St7TYT2R8kWSF7tCbMJAwl5LidE3T0IjLdMmUrW4NfUTYudTYgKLiOTSXnoC8-j_oOwtG0dVCeynSgSSTI7dBxmhF2LcsGVMDg-WJ8vWtokbCH9bPL9-8vlb37vwtpR_2UnkaaUM74tkBhijBGECo05sg-d5NmW2OorX7jotsrbkBwxjIUmCgfIewQjyTVuc3o-0onPvgE1s_Eh-KjQYlTMRdWWQlDYLCfVLcu7vasyDDhQ2bVtU9aaxrqnfr2aNtNFl_xtZZRExtxDPF8zLQWOyxoEKrbaWGa_5cYz2rLvq79Y_JCmaQON94xsp4QcGH53Wr1yfRM2bFmFFh_7DuGJZzGq6-_mzKeeN4EcwKzEA8F2iIP6Clp7wbG9SiUSsDCEfz8VRlelz16Dkhy_JR31xV4FT1nrsywNFoFG7mpTK0r2nNjTrJTOD5QIkXAVus5GB9KYgKdNQU9ZhaSosgZnv4uP63NdaKzkTkGuimT0557H_AuynTzlyDTD4tKQndCQz4qisybXZFDBTEpasHGmGc1Yf62KxsFZ_C9prm1Bt6nl10hLmn0cQD9tG03fWpLiVK2xcRU7gCDtn88Eio88wzpK_CjabmtuuSr0X9C5QdU0zBf9eGrCOWR1QWhRHAkjo6covoSClcx&xkcb=SoB_6_M3mu0TvbWBgR0LbzkdCdPP&camk=UoKtGZLa3XK1hP0JgBWHqw%3D%3D&from=hp.jobsForYou&tk=1jjeu7352jqih800&jsa=2943&vjs=3&mtk=1jjeu5kvujccl800","Full Stack Developer - AI Trainer","Multiple openings","","DataAnnotation","California","From $40 an hour","Contract","Flexible schedule","","","","",""
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ds5ERUD1DoWC1aO2qV43pla-I33DCg_QFnafu9QJwXtMiRD4WjN7mollnqSh3iMG7dsH3TcF1gGO9YyAlh01kv1afJ-ecaVam-xITgf0dcrip9XomavXAAFo-LuVXPsQuSkveVpV4DtNhD0Ug445N2b8bFBVHA3xRlPupxxsRc7iNRn24xG2KoIM0mv2wmmW8qG2TohKzCmWGl1B2FIzZz8GwUF1dD8g_lv3SI3s5EOpSaEyT0ijJeLmgbxD6yAxbHmIg5JPeR_KoeI9_jif32g_R1Zqlc5Q_B4s6E7x-5dix9nJgihPmymjxGcq54XxeK7UkNZYvLEL3oDVLKHYMsoVR7sgY-z6_GBJB8Jp9r-wrUQmOnbDBml78TuqKOUmwkKffX0m6fI4SJTVaYbkF2Nx5MVeq4uBOC91hDN44VglIH7q2hBIEKHKkCLKiFWQkzVE9wcYWlnEPQpBAdcKGs1DWIev3pucGw9kPMNpY5IWPGagQFU-erLja5KCRP6n1EECtULqF_8xrS6sMIL8Mp5ikb-rS45ZTCJOUnumBwc9ivnzBmxJlcjNK_wgkYchKNFTTntvvtuv_uwaoHubIiyI-1eFPeN9dHls2--GhWEbFlTJklVcwEfQEJGBXo2koEqLJBLJQr15w5tYOtCI8GrTS7he26gv1xl_eZFwGhtejhr5pHprwi6vMkX1lmFeKjFxzbT7X6om9YT4AQjcK0uTSqdn5EblzwmfGpg27mDuyEd6NG0tM162H8WwE807eX0XHVOO-O2e3peHz1pBqy6JnEUgSopux2ChElLF98cCLq7g9oDvdvuIfQj7x6oC_JTdlnXuwYXCchW2TiAqJC_SBGDfNtow0HEoJqtlUyDJxogfHBe6bTDw502KWQhZV6MVj-nn-K1RpiUGgLQsVKZyl8ElMH0MqIgAqrJVwJu8jJumif9zxiYSUMHYcwNJP_lHkgmOg-Aj8CrQgNoYznSIavdnaJs6b_eGEzVK42r4iU5Z4ut6Vbtin0KLmiy9KbFohLV5EigQyiJfNaYnLtys2bayTDqLFT4HZLRtQDNVoe4SJLeBYeFyM7e8CUR5gSDvmYc0O94_d58oe-uic3zZtYj8bYuLM3K9M9raWCqBhuHdAucH6-ITFYP9Pngh0Z9vz5krzuY5u_tCXZCLmKD3vwuP4f0RMvMl-YWPmJvkEWHdcXJLd0BsxylTiQOaRrrvMOqhJHux2Xy0qHsLNhYDvWeu88Hkbg9WgAcAzhS98eTSuHW5NIUoDWIuliamn0sy1PNdsJtPz6YCNelnA3KY8-0ipgs5GloXM-ner6Dy5t8xiXztr5wE6X25XER0q7zS_2k5CrcooQhO6tbPnmENYuJrW04ItUlYDU80H2SqvVHRTVbMS4HVBpGbVkRDd8kFagvfcNWF6fdbo1WqRrBddcK8rMQiVWCAPxqdoL-xsx-0yewWRkMCjAkL-hmeD8qP0LJQLF2h5JPKcN8cQurPk6hzYXCBw9vdAca7DjiUwzYdBa4ayLER454hF5O8s%3D&xkcb=SoA66_M3mu0Tvb2BgR0LbzkdCdPP&camk=UoKtGZLa3XKopBSsvH76qQ%3D%3D&from=hp.jobsForYou&tk=1jjeu7352jqih800&jsa=2943&vjs=3&mtk=1jjeu5kvujccl800","Software Engineer 1","New","","Uptime Crew","Palo Alto, CA","From $110,000 a year","Full-time","Tuition reimbursement","Employee stock purchase plan","Health insurance","401(k) matching","Paid time off","Vision insurance"
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DUIUKNmkO9eplQBWgjWtyZTeBIvNV_K-f7eYqnE-qDJ4weiXPKcLt67fYWualG-h_wyVHR0yqlLbO98dEQ1zM6NEpzxExlxr_KTnA1SdvjwDsjlT1SFwuCXXqHwxm0Lmz2LHu4Gwvwh6fuUdneZooZcuospXknJWraUI6jaqAWlFTxSd2agloVBec0a3yZjJgxoqMBiVOi_1P0wLGGNiql7XmaSjuXx9QSoCMjGANT_wa-EB1QYkQ0TnYLkUCzH6s5MEwzRogJsgessbd0xMgwefOLiOkH1Pk1TIX76fLlV8wqlKhdNYCDaYf0sYK9aKdXVJNaXWSIhoCtPdcSOHy4oO-CgziIINOuPzklpv3RM3DAj2e3vhgxQJ_cbD1nkjW9G1KC5S5_bZnzRsohwFymvytpw8l1peE_4nm-7iE6QbRqmGRg1ayPElV6vl7Wwzc6arYL1a_Qd3qOZ4lU1MNEyDDApYyRjARxZYqRWg_ifN7cBy_cTHffISMFJ6_uozL5wWfPvMKoi2FrAkOBxNQWOSKQ9vWmDwPsNsIzb5jf0Gd8HL5rnoWKQDwV-HbSacX3BxBGPbCYTzEIDro6Cda1luF4SMy48aHqEMQNGYuIPDHiihRUxtsOaaQCpztctPvxjIWbefEwLqCUCby0Bmhz0ZWT_djimVNhZwgyaCluTU9zpU0F69GmqQQaK-13i0Tu607HplpJcVNP1Rz6eU82gSG4bDi3ovOMosU8xIa2K2_h5D7B7mzwC3OesO-ekXb6oP2YtpSMtt154QkgThD5Y3KmRtQSrlwqyfgGWaXV6gqJ78JeQqg1ABe-hhImeFKO8_raVb--dyDItsdDtaxNdWVse0jC1JY%3D&xkcb=SoC06_M3mu0TvaWBgR0LbzkdCdPP&camk=nUmJqO2E8riv4fhH51-b_Q%3D%3D&from=hp.jobsForYou&tk=1jjeu7352jqih800&jsa=2943&vjs=3&mtk=1jjeu5kvujccl800","Distinguished Engineer - AI","New","","NetApp","San Jose, CA 95128","$255,850 - $380,600 a year","Employee stock purchase plan","Health insurance","Paid time off","Life insurance","Pension plan","RSU",""
