"embla__slide__inner href","embla__slide__img src","embla__slide__img src 2","embla__slide__inner href 3","embla__slide__img src 3","embla__slide__inner href 4","embla__slide__img src 4","embla","embla__slide__number","image-counter","embla__slide__number 2","price-content","detailed-info-container","detailed-info-container 2","detailed-info-container 3","property-name","property-description","agent-name","agency-name","for-sale-content-container href","for-sale-content-container"
"https://www.homes.com/property/209-gerry-ct-walnut-creek-ca/tcqzf5z0kxpze/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/102/4171025184-784851712/209-gerry-ct-walnut-creek-ca-primaryphoto.jpg","https://www.homes.com/property/209-gerry-ct-walnut-creek-ca/tcqzf5z0kxpze/","https://images.homes.com/listings/117/6271025184-784851712/209-gerry-ct-walnut-creek-ca-buildingphoto-2.jpg","https://www.homes.com/property/209-gerry-ct-walnut-creek-ca/tcqzf5z0kxpze/","https://images.homes.com/listings/117/4371025184-784851712/209-gerry-ct-walnut-creek-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/209-gerry-ct-walnut-creek-ca/tcqzf5z0kxpze/"" role=""link"" aria-label=""209 Gerry Ct, Walnut Creek, CA 94596"" title=""209 Gerry Ct, Walnut Creek, CA 94596"">
                                    <img class=""embla__slide__img image-container"" alt=""209 Gerry Ct, Walnut Creek, CA 94596"" />
                                </a>
                            </div>
                        </div>","/","1","60","$1,598,000","4 Beds","3 Baths","2,033 Sq Ft","209 Gerry Ct, Walnut Creek, CA 94596","Opportunity to own an updated home on a huge lot with an updated pool, two spacious primary suites and top-rated Walnut Creek schools in a quiet neighborhood! Situated in the desirable Wild Oak neighborhood, often considered one of Walnut Creek’s best-kept secrets, this home is surrounded by large custom properties on spacious lots tucked along peaceful, tree-lined cul-de-sacs. Recent updates","Sohrab Sangha","Kismet Real Estate","https://www.homes.com/property/209-gerry-ct-walnut-creek-ca/tcqzf5z0kxpze/","209 Gerry Ct, Walnut Creek, CA 94596"
"https://www.homes.com/property/plan-1-abigail-place/r8nl1czc2qcm2/","https://www.homes.com/assets/images/spacer.gif","https://imagescdn.homes.com/i2/QsdP_ysOfQoIpN-L37r2LVSi3P65qPJ_AugbfzXhIL0/117/802-abigail-place-walnut-creek-ca--2.jpg?p=1","https://www.homes.com/property/plan-1-abigail-place/r8nl1czc2qcm2/","https://imagescdn.homes.com/i2/u92rs4kn5Dg2FJ6eujEJAOcwnK3DvKBeCc7xk5NBrEI/117/802-abigail-place-walnut-creek-ca--3.jpg?p=1","https://www.homes.com/property/plan-1-abigail-place/r8nl1czc2qcm2/","https://imagescdn.homes.com/i2/m2f9g5pQMg8-AmA3zD1hLJ3L9RLnb51iI6DTn0hnGRU/102/802-abigail-place-walnut-creek-ca-primaryphoto.jpg?p=1","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/plan-1-abigail-place/r8nl1czc2qcm2/"" role=""link"" aria-label=""802 Abigail Place Unit 39307941, Walnut Creek, CA 94598"" title=""802 Abigail Place Unit 39307941, Walnut Creek, CA 94598"">
                                    <img class=""embla__slide__img image-container"" alt=""802 Abigail Place Unit 39307941, Walnut Creek, CA 94598"" />
                                </a>
                            </div>
                        </div>","/","1","5","","4 Beds","3.5 Baths","2,299 Sq Ft","Plan 1 at Abigail Place, Walnut Creek, CA 94598","Open Concept Living w/ Stunning Island, First Floor Powder Bath, Dual Walk-In Closets at Primary Suite, JennAir Professional Appliance Package, Second Floor Office, Dual Vanities & Freestanding Tub at Primary, First Floor Bedroom w/ Ensuite Bath, Laundry Room with Sink, Landscaped Backyard","","","",""
"https://www.homes.com/property/1079-w-holly-dr-walnut-creek-ca/sdk1ednhv659t/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/102/9042839084-317710712/1079-w-holly-dr-walnut-creek-ca-primaryphoto.jpg","https://www.homes.com/property/1079-w-holly-dr-walnut-creek-ca/sdk1ednhv659t/","https://images.homes.com/listings/117/0242839084-317710712/1079-w-holly-dr-walnut-creek-ca-buildingphoto-2.jpg","https://www.homes.com/property/1079-w-holly-dr-walnut-creek-ca/sdk1ednhv659t/","https://images.homes.com/listings/117/0342839084-317710712/1079-w-holly-dr-walnut-creek-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/1079-w-holly-dr-walnut-creek-ca/sdk1ednhv659t/"" role=""link"" aria-label=""1079 W Holly Dr, Walnut Creek, CA 94598"" title=""1079 W Holly Dr, Walnut Creek, CA 94598"">
                                    <img class=""embla__slide__img image-container"" alt=""1079 W Holly Dr, Walnut Creek, CA 94598"" />
                                </a>
                            </div>
                        </div>","/","1","35","$1,650,000","3 Beds","2.5 Baths","2,079 Sq Ft","1079 W Holly Dr, Walnut Creek, CA 94598","Welcome to 1079 W Holly Street, a beautifully refreshed home in the coveted Lakewood neighborhood of Walnut Creek. Offering 3 bedrooms and 2.5 baths—including an updated full bath with tub—this residence blends modern updates with inviting comfort. Soaring ceilings elevate the living spaces, creating an airy, light-filled atmosphere enhanced by plentiful windows with integrated shades for both","Rebecca Burns","Compass","https://www.homes.com/property/1079-w-holly-dr-walnut-creek-ca/sdk1ednhv659t/","1079 W Holly Dr, Walnut Creek, CA 94598"
"https://www.homes.com/property/1129-ptarmigan-dr-walnut-creek-ca-unit-3/v135vbwjkqxbz/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/102/4885137974-208536612/1129-ptarmigan-dr-walnut-creek-ca-primaryphoto.jpg","https://www.homes.com/property/1129-ptarmigan-dr-walnut-creek-ca-unit-3/v135vbwjkqxbz/","https://images.homes.com/listings/117/8885137974-208536612/1129-ptarmigan-dr-walnut-creek-ca-buildingphoto-2.jpg","https://www.homes.com/property/1129-ptarmigan-dr-walnut-creek-ca-unit-3/v135vbwjkqxbz/","https://images.homes.com/listings/117/4985137974-208536612/1129-ptarmigan-dr-walnut-creek-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/1129-ptarmigan-dr-walnut-creek-ca-unit-3/v135vbwjkqxbz/"" role=""link"" aria-label=""1129 Ptarmigan Dr Unit 3, Walnut Creek, CA 94595"" title=""1129 Ptarmigan Dr Unit 3, Walnut Creek, CA 94595"">
                                    <img class=""embla__slide__img image-container"" alt=""1129 Ptarmigan Dr Unit 3, Walnut Creek, CA 94595"" />
                                </a>
                            </div>
                        </div>","/","1","39","$519,000","2 Beds","2 Baths","1,049 Sq Ft","1129 Ptarmigan Dr Unit 3, Walnut Creek, CA 94595","Yosemite model a bright, open floor plan filled with natural light from skylights and classic plantation shutters. The combination of LVP flooring with plush carpeting thatvcreates a cozy, relaxed atmosphere—perfect for both gatherings with friends and peaceful evenings at home. The spacious primary suite is designed with comfort and convenience in mind, featuring a walk-in shower, mirrored","Sheryle Morgan","Bhhs Drysdale Properties","https://www.homes.com/property/1129-ptarmigan-dr-walnut-creek-ca-unit-3/v135vbwjkqxbz/","1129 Ptarmigan Dr Unit 3, Walnut Creek, CA 94595"
"https://www.homes.com/property/12-westminster-place-lafayette-ca/18gznzqyt6qvw/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/102/2165304084-363128612/12-westminster-place-lafayette-ca-primaryphoto.jpg","https://www.homes.com/property/12-westminster-place-lafayette-ca/18gznzqyt6qvw/","https://images.homes.com/listings/117/3165304084-363128612/12-westminster-place-lafayette-ca-buildingphoto-2.jpg","https://www.homes.com/property/12-westminster-place-lafayette-ca/18gznzqyt6qvw/","https://images.homes.com/listings/117/4165304084-363128612/12-westminster-place-lafayette-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/12-westminster-place-lafayette-ca/18gznzqyt6qvw/"" role=""link"" aria-label=""12 Westminster Place, Lafayette, CA 94549"" title=""12 Westminster Place, Lafayette, CA 94549"">
                                    <img class=""embla__slide__img image-container"" alt=""12 Westminster Place, Lafayette, CA 94549"" />
                                </a>
                            </div>
                        </div>","/","1","51","$1,735,000","4 Beds","3 Baths","2,407 Sq Ft","12 Westminster Place, Lafayette, CA 94549","OPEN HOUSE SATURDAY & SUNDAY! Tucked at the end of a quiet cul-de-sac, this view-driven Lafayette retreat captures sweeping panoramic views of Mt. Diablo, rolling hills, and sparkling city lights. Designed with flexibility in mind, the split-level floor plan offers a ground-level primary suite and secondary bedroom, an updated kitchen, and an inviting family room framed by soaring wood-beamed","Brian Dietschy","Christie's Intl Re Sereno","https://www.homes.com/property/12-westminster-place-lafayette-ca/18gznzqyt6qvw/","12 Westminster Place, Lafayette, CA 94549"
"https://www.homes.com/property/300-n-civic-dr-walnut-creek-ca-unit-303/2j0rbshjj1sge/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/102/0184160054-167602402/300-n-civic-dr-walnut-creek-ca-primaryphoto.jpg","https://www.homes.com/property/300-n-civic-dr-walnut-creek-ca-unit-303/2j0rbshjj1sge/","https://images.homes.com/listings/117/0484160054-167602402/300-n-civic-dr-walnut-creek-ca-buildingphoto-2.jpg","https://www.homes.com/property/300-n-civic-dr-walnut-creek-ca-unit-303/2j0rbshjj1sge/","https://images.homes.com/listings/117/5684160054-167602402/300-n-civic-dr-walnut-creek-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/300-n-civic-dr-walnut-creek-ca-unit-303/2j0rbshjj1sge/"" role=""link"" aria-label=""300 N Civic Dr Unit 303, Walnut Creek, CA 94596"" title=""300 N Civic Dr Unit 303, Walnut Creek, CA 94596"">
                                    <img class=""embla__slide__img image-container"" alt=""300 N Civic Dr Unit 303, Walnut Creek, CA 94596"" />
                                </a>
                            </div>
                        </div>","/","1","60","$375,000","2 Beds","1 Bath","889 Sq Ft","300 N Civic Dr Unit 303, Walnut Creek, CA 94596","Discover this beautifully maintained 2-Bdr, 1-bth condo with ~889 sq ft of smartly designed living space. Bedrooms are set on opposite sides for privacy, while the inviting living room opens to a balcony—ideal for morning coffee or evening relaxation. The kitchen features stainless steel appliances (Samsung fridge, Maytag range, LG microwave, Whirlpool dishwasher), ample storage, and a cozy","Elena Mendelson","Compass","https://www.homes.com/property/300-n-civic-dr-walnut-creek-ca-unit-303/2j0rbshjj1sge/","300 N Civic Dr Unit 303, Walnut Creek, CA 94596"
"https://www.homes.com/property/1919-ygnacio-valley-rd-walnut-creek-ca-unit-93/plf0wljcdvqg2/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/102/7662017574-988340512/1919-ygnacio-valley-rd-walnut-creek-ca-primaryphoto.jpg","https://www.homes.com/property/1919-ygnacio-valley-rd-walnut-creek-ca-unit-93/plf0wljcdvqg2/","https://images.homes.com/listings/117/2762017574-988340512/1919-ygnacio-valley-rd-walnut-creek-ca-buildingphoto-2.jpg","https://www.homes.com/property/1919-ygnacio-valley-rd-walnut-creek-ca-unit-93/plf0wljcdvqg2/","https://images.homes.com/listings/117/7762017574-988340512/1919-ygnacio-valley-rd-walnut-creek-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/1919-ygnacio-valley-rd-walnut-creek-ca-unit-93/plf0wljcdvqg2/"" role=""link"" aria-label=""1919 Ygnacio Valley Rd Unit 93, Walnut Creek, CA 94598"" title=""1919 Ygnacio Valley Rd Unit 93, Walnut Creek, CA 94598"">
                                    <img class=""embla__slide__img image-container"" alt=""1919 Ygnacio Valley Rd Unit 93, Walnut Creek, CA 94598"" />
                                </a>
                            </div>
                        </div>","/","1","36","$495,000","2 Beds","1.5 Baths","950 Sq Ft","1919 Ygnacio Valley Rd Unit 93, Walnut Creek, CA 94598","Welcome home to this beautifully updated end unit condo in the desirable Ygnacio Gardens community. This 2 bedroom, 1.5 bath residence offers 950 sq ft of thoughtfully refreshed living space and is truly move in ready. This home is a rarely available end unit with no upstairs neighbors -- not to be missed! Inside, you will find brand new carpet, fresh interior paint, and new appliances, creating","Vincent Rossi","Keller Williams Realty","https://www.homes.com/property/1919-ygnacio-valley-rd-walnut-creek-ca-unit-93/plf0wljcdvqg2/","1919 Ygnacio Valley Rd Unit 93, Walnut Creek, CA 94598"
"https://www.homes.com/property/410-n-civic-dr-walnut-creek-ca-unit-303/w17we8ge5j1jd/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/102/8827743184-708701712/410-n-civic-dr-walnut-creek-ca-primaryphoto.jpg","https://www.homes.com/property/410-n-civic-dr-walnut-creek-ca-unit-303/w17we8ge5j1jd/","https://images.homes.com/listings/117/3927743184-708701712/410-n-civic-dr-walnut-creek-ca-buildingphoto-2.jpg","https://www.homes.com/property/410-n-civic-dr-walnut-creek-ca-unit-303/w17we8ge5j1jd/","https://images.homes.com/listings/117/7927743184-708701712/410-n-civic-dr-walnut-creek-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/410-n-civic-dr-walnut-creek-ca-unit-303/w17we8ge5j1jd/"" role=""link"" aria-label=""410 N Civic Dr Unit 303, Walnut Creek, CA 94596"" title=""410 N Civic Dr Unit 303, Walnut Creek, CA 94596"">
                                    <img class=""embla__slide__img image-container"" alt=""410 N Civic Dr Unit 303, Walnut Creek, CA 94596"" />
                                </a>
                            </div>
                        </div>","/","1","49","$259,000","1 Bed","1 Bath","528 Sq Ft","410 N Civic Dr Unit 303, Walnut Creek, CA 94596","Excellent opportunity to own a condo in one of the premier buildings within The Keys community. This centrally located unit is just minutes from the clubhouse, main pool, sauna, gym, tennis courts, and the many amenities offered by the complex. This light-filled 1BR/1BA condo features an inviting living room overlooking a generous shared patio. The interior boasts high ceilings and tall windows","Dina Bruk","Alpha Group Realty","https://www.homes.com/property/410-n-civic-dr-walnut-creek-ca-unit-303/w17we8ge5j1jd/","410 N Civic Dr Unit 303, Walnut Creek, CA 94596"
"https://www.homes.com/property/1168-leisure-ln-walnut-creek-ca-unit-1/rb6yp9w8ltl36/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/102/7038535084-984198612/1168-leisure-ln-walnut-creek-ca-primaryphoto.jpg","https://www.homes.com/property/1168-leisure-ln-walnut-creek-ca-unit-1/rb6yp9w8ltl36/","https://images.homes.com/listings/117/8038535084-984198612/1168-leisure-ln-walnut-creek-ca-buildingphoto-2.jpg","https://www.homes.com/property/1168-leisure-ln-walnut-creek-ca-unit-1/rb6yp9w8ltl36/","https://images.homes.com/listings/117/0138535084-984198612/1168-leisure-ln-walnut-creek-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/1168-leisure-ln-walnut-creek-ca-unit-1/rb6yp9w8ltl36/"" role=""link"" aria-label=""1168 Leisure Ln Unit 1, Walnut Creek, CA 94595"" title=""1168 Leisure Ln Unit 1, Walnut Creek, CA 94595"">
                                    <img class=""embla__slide__img image-container"" alt=""1168 Leisure Ln Unit 1, Walnut Creek, CA 94595"" />
                                </a>
                            </div>
                        </div>","/","1","42","$449,000","2 Beds","1.5 Baths","1,049 Sq Ft","1168 Leisure Ln Unit 1, Walnut Creek, CA 94595","Desirable Yosemite model, level-in unit with a private patio off the living and dining areas—perfect for pets or creating your own garden retreat. Ideally located close to the carport with storage. Enjoy being near the driving range, golf course, restaurant, and event center. Features include a beautifully remodeled bathroom with shower. A spacious primary bedroom with 1⁄2 bath and dressing area,","Cindy Maddux","Bhhs Drysdale Properties","https://www.homes.com/property/1168-leisure-ln-walnut-creek-ca-unit-1/rb6yp9w8ltl36/","1168 Leisure Ln Unit 1, Walnut Creek, CA 94595"
"https://www.homes.com/property/1731-s-villa-way-walnut-creek-ca-unit-336/knkynx8v2qs70/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/102/8580181874-143300612/1731-s-villa-way-walnut-creek-ca-primaryphoto.jpg","https://www.homes.com/property/1731-s-villa-way-walnut-creek-ca-unit-336/knkynx8v2qs70/","https://images.homes.com/listings/117/1206581874-143300612/1731-s-villa-way-walnut-creek-ca-buildingphoto-2.jpg","https://www.homes.com/property/1731-s-villa-way-walnut-creek-ca-unit-336/knkynx8v2qs70/","https://images.homes.com/listings/117/7206581874-143300612/1731-s-villa-way-walnut-creek-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/1731-s-villa-way-walnut-creek-ca-unit-336/knkynx8v2qs70/"" role=""link"" aria-label=""1731 S Villa Way Unit 336, Walnut Creek, CA 94595"" title=""1731 S Villa Way Unit 336, Walnut Creek, CA 94595"">
                                    <img class=""embla__slide__img image-container"" alt=""1731 S Villa Way Unit 336, Walnut Creek, CA 94595"" />
                                </a>
                            </div>
                        </div>","/","1","29","$395,000","1 Bed","1 Bath","670 Sq Ft","1731 S Villa Way Unit 336, Walnut Creek, CA 94595","Location, Location, Location! This unit boasts one of the best locations in the entire community. Backing up to the creek & trail, the unit is surrounded by birdsong, trees & sky offering serenity & privacy that is unmatched. This charming upper-level condo is nestled in the popular Villas Community in Walnut Creek offering a bright & open floor plan & comes w/ new laminate flooring, freshly","Patrice Petersen-Sandstrom","Keller Williams Realty","https://www.homes.com/property/1731-s-villa-way-walnut-creek-ca-unit-336/knkynx8v2qs70/","1731 S Villa Way Unit 336, Walnut Creek, CA 94595"
"https://www.homes.com/property/2101-golden-rain-rd-walnut-creek-ca-unit-11/efg8h4pnzwv9y/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/102/0658270184-900702512/2101-golden-rain-rd-walnut-creek-ca-primaryphoto.jpg","https://www.homes.com/property/2101-golden-rain-rd-walnut-creek-ca-unit-11/efg8h4pnzwv9y/","https://images.homes.com/listings/117/4658270184-900702512/2101-golden-rain-rd-walnut-creek-ca-buildingphoto-2.jpg","https://www.homes.com/property/2101-golden-rain-rd-walnut-creek-ca-unit-11/efg8h4pnzwv9y/","https://images.homes.com/listings/117/0758270184-900702512/2101-golden-rain-rd-walnut-creek-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/2101-golden-rain-rd-walnut-creek-ca-unit-11/efg8h4pnzwv9y/"" role=""link"" aria-label=""2101 Golden Rain Rd Unit 11, Walnut Creek, CA 94595"" title=""2101 Golden Rain Rd Unit 11, Walnut Creek, CA 94595"">
                                    <img class=""embla__slide__img image-container"" alt=""2101 Golden Rain Rd Unit 11, Walnut Creek, CA 94595"" />
                                </a>
                            </div>
                        </div>","/","1","47","$499,000","2 Beds","1 Bath","1,054 Sq Ft","2101 Golden Rain Rd Unit 11, Walnut Creek, CA 94595","HUGE PRICE IMPROVEMENT - This stunningly renovated 2-bedroom, 1-bath upper-level condo offers modern living within the prestigious 55+ gated community of Rossmoor. Designed with a sophisticated open-concept layout, the home brings in an abundance of natural light. The home features a beautiful kitchen with stainless-steel appliances, plenty of storage cabinets, quartz countertops and designer","Karen Ho","","https://www.homes.com/property/2101-golden-rain-rd-walnut-creek-ca-unit-11/efg8h4pnzwv9y/","2101 Golden Rain Rd Unit 11, Walnut Creek, CA 94595"
"https://www.homes.com/property/539-high-eagle-ct-walnut-creek-ca/0vz81q2lz3e43/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/102/8854729084-565410712/539-high-eagle-ct-walnut-creek-ca-primaryphoto.jpg","https://www.homes.com/property/539-high-eagle-ct-walnut-creek-ca/0vz81q2lz3e43/","https://images.homes.com/listings/117/2954729084-565410712/539-high-eagle-ct-walnut-creek-ca-buildingphoto-2.jpg","https://www.homes.com/property/539-high-eagle-ct-walnut-creek-ca/0vz81q2lz3e43/","https://images.homes.com/listings/117/3954729084-565410712/539-high-eagle-ct-walnut-creek-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/539-high-eagle-ct-walnut-creek-ca/0vz81q2lz3e43/"" role=""link"" aria-label=""539 High Eagle Ct, Walnut Creek, CA 94595"" title=""539 High Eagle Ct, Walnut Creek, CA 94595"">
                                    <img class=""embla__slide__img image-container"" alt=""539 High Eagle Ct, Walnut Creek, CA 94595"" />
                                </a>
                            </div>
                        </div>","/","1","59","$1,900,000","2 Beds","2 Baths","2,008 Sq Ft","539 High Eagle Ct, Walnut Creek, CA 94595","Rarely available Alder model with effortless level-in access that lives like a single-family home complemented with relaxing outdoor entertaining space with a fantastic view. This home offers lots of beautiful premium remodeled features throughout with chefs dream kitchen, spacious dining room providing room for the whole family and friends to gather for those special occasions, the living room","Lori Young","Rossmoor Realty / J.H. Russell","https://www.homes.com/property/539-high-eagle-ct-walnut-creek-ca/0vz81q2lz3e43/","539 High Eagle Ct, Walnut Creek, CA 94595"
"https://www.homes.com/property/2129-youngs-valley-rd-walnut-creek-ca/e7vn4bb2zv2nn/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/102/7605745574-841459412/2129-youngs-valley-rd-walnut-creek-ca-primaryphoto.jpg","https://www.homes.com/property/2129-youngs-valley-rd-walnut-creek-ca/e7vn4bb2zv2nn/","https://images.homes.com/listings/117/2705745574-841459412/2129-youngs-valley-rd-walnut-creek-ca-buildingphoto-2.jpg","https://www.homes.com/property/2129-youngs-valley-rd-walnut-creek-ca/e7vn4bb2zv2nn/","https://images.homes.com/listings/117/8705745574-841459412/2129-youngs-valley-rd-walnut-creek-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/2129-youngs-valley-rd-walnut-creek-ca/e7vn4bb2zv2nn/"" role=""link"" aria-label=""2129 Youngs Valley Rd, Walnut Creek, CA 94596"" title=""2129 Youngs Valley Rd, Walnut Creek, CA 94596"">
                                    <img class=""embla__slide__img image-container"" alt=""2129 Youngs Valley Rd, Walnut Creek, CA 94596"" />
                                </a>
                            </div>
                        </div>","/","1","14","$2,200,000","Land","1.91 Acres","$1,151,827 per Acre","2129 Youngs Valley Rd, Walnut Creek, CA 94596","A rare and remarkable opportunity in prime South Walnut Creek! Set on nearly 2 flat, usable acres, 2129 Youngs Valley Road offers endless potential for a custom estate, family compound, or lot split (buyer to verify). Amazing opportunity to customize your dream home built by local luxury builder Mark One Development. Approved plans feature 6 bedrooms + office + bonus room, 6.5 bathrooms, and","Joe Frazzano","Compass","https://www.homes.com/property/2129-youngs-valley-rd-walnut-creek-ca/e7vn4bb2zv2nn/","2129 Youngs Valley Rd, Walnut Creek, CA 94596"
"https://www.homes.com/property/470-n-civic-dr-walnut-creek-ca-unit-405/31km60ljlhl2w/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/102/9007033574-130278412/470-n-civic-dr-walnut-creek-ca-primaryphoto.jpg","https://www.homes.com/property/470-n-civic-dr-walnut-creek-ca-unit-405/31km60ljlhl2w/","https://images.homes.com/listings/117/8896033574-130278412/470-n-civic-dr-walnut-creek-ca-buildingphoto-2.jpg","https://www.homes.com/property/470-n-civic-dr-walnut-creek-ca-unit-405/31km60ljlhl2w/","https://images.homes.com/listings/117/1996033574-130278412/470-n-civic-dr-walnut-creek-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/470-n-civic-dr-walnut-creek-ca-unit-405/31km60ljlhl2w/"" role=""link"" aria-label=""470 N Civic Dr Unit 405, Walnut Creek, CA 94596"" title=""470 N Civic Dr Unit 405, Walnut Creek, CA 94596"">
                                    <img class=""embla__slide__img image-container"" alt=""470 N Civic Dr Unit 405, Walnut Creek, CA 94596"" />
                                </a>
                            </div>
                        </div>","/","1","18","$259,000","1 Bed","1 Bath","462 Sq Ft","470 N Civic Dr Unit 405, Walnut Creek, CA 94596","Updated, move-in ready condo with fresh paint in a great location in close proximity to downtown Walnut Creek—ideal for rental or long-term hold. Open living area with private balcony, ample storage, central heat & A/C, and assigned covered parking. Highly desirable community with strong rental demand offering resort-style amenities: 3 pools & spas, fitness center, tennis courts, clubhouse,","Rebecca Loboschefsky","Keller Williams Realty","https://www.homes.com/property/470-n-civic-dr-walnut-creek-ca-unit-405/31km60ljlhl2w/","470 N Civic Dr Unit 405, Walnut Creek, CA 94596"
"https://www.homes.com/property/123-kelobra-ct-walnut-creek-ca/8q2s39fg0r4zg/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/102/3944385974-038875612/123-kelobra-ct-walnut-creek-ca-primaryphoto.jpg","https://www.homes.com/property/123-kelobra-ct-walnut-creek-ca/8q2s39fg0r4zg/","https://images.homes.com/listings/117/6944385974-038875612/123-kelobra-ct-walnut-creek-ca-buildingphoto-2.jpg","https://www.homes.com/property/123-kelobra-ct-walnut-creek-ca/8q2s39fg0r4zg/","https://images.homes.com/listings/117/9944385974-038875612/123-kelobra-ct-walnut-creek-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/123-kelobra-ct-walnut-creek-ca/8q2s39fg0r4zg/"" role=""link"" aria-label=""123 Kelobra Ct, Walnut Creek, CA 94598"" title=""123 Kelobra Ct, Walnut Creek, CA 94598"">
                                    <img class=""embla__slide__img image-container"" alt=""123 Kelobra Ct, Walnut Creek, CA 94598"" />
                                </a>
                            </div>
                        </div>","/","1","43","$1,449,000","4 Beds","3 Baths","2,108 Sq Ft","123 Kelobra Ct, Walnut Creek, CA 94598","Welcome to this beautifully maintained 4-bedroom, 3-bathroom single-story home, ideally situated on a quiet cul-de-sac in the highly sought-after Woodlands neighborhood of Walnut Creek. Upon entry, you’re greeted by a bright and inviting living room featuring vaulted ceilings and abundant natural light, seamlessly connected to the dining area — perfect for both everyday living and entertaining.","Steve Lee","Compass","https://www.homes.com/property/123-kelobra-ct-walnut-creek-ca/8q2s39fg0r4zg/","123 Kelobra Ct, Walnut Creek, CA 94598"
"https://www.homes.com/property/1844-pomar-way-walnut-creek-ca/gmm4cbsq94zbs/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/102/4746961774-389767512/1844-pomar-way-walnut-creek-ca-primaryphoto.jpg","https://www.homes.com/property/1844-pomar-way-walnut-creek-ca/gmm4cbsq94zbs/","https://images.homes.com/listings/117/0746961774-389767512/1844-pomar-way-walnut-creek-ca-buildingphoto-2.jpg","https://www.homes.com/property/1844-pomar-way-walnut-creek-ca/gmm4cbsq94zbs/","https://images.homes.com/listings/117/3646961774-389767512/1844-pomar-way-walnut-creek-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/1844-pomar-way-walnut-creek-ca/gmm4cbsq94zbs/"" role=""link"" aria-label=""1844 Pomar Way, Walnut Creek, CA 94598"" title=""1844 Pomar Way, Walnut Creek, CA 94598"">
                                    <img class=""embla__slide__img image-container"" alt=""1844 Pomar Way, Walnut Creek, CA 94598"" />
                                </a>
                            </div>
                        </div>","/","1","32","$659,000","2 Beds","1.5 Baths","1,169 Sq Ft","1844 Pomar Way, Walnut Creek, CA 94598","$20K Price Reduction! One-of-a-kind townhome located in the highly sought-after ""Sunset Park"" community, offering an exceptional opportunity as a primary residence or investment. Tucked at the back of the complex for added privacy, this beautifully updated end-unit home features two spacious bedrooms, two private patios, and an upstairs balcony off the primary bedroom, creating wonderful","JoAnne JJ Spear","Christie's Intl Re Sereno","https://www.homes.com/property/1844-pomar-way-walnut-creek-ca/gmm4cbsq94zbs/","1844 Pomar Way, Walnut Creek, CA 94598"
