"embla__slide__inner href","embla__slide__img src","embla__slide__img src 2","embla__slide__img src 3","embla__slide__inner href 4","embla__slide__img src 4","embla","embla__slide__number","image-counter","embla__slide__number 2","price-content","detailed-info-container","detailed-info-container 2","detailed-info-container 3","property-name","property-description","agent-name","agency-name","for-sale-content-container href","for-sale-content-container","status-pill"
"https://www.homes.com/property/4010-goleta-place-discovery-bay-ca/2hth1179w1kh3/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/4010-goleta-place-discovery-bay-ca/2hth1179w1kh3/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/4010-goleta-place-discovery-bay-ca/2hth1179w1kh3/"" role=""link"" aria-label=""4010 Goleta Place, Discovery Bay, CA 94505"" title=""4010 Goleta Place, Discovery Bay, CA 94505"">
                                    <img class=""embla__slide__img image-container"" alt=""4010 Goleta Place, Discovery Bay, CA 94505"" />
                                </a>
                            </div>
                        </div>","/","1","45","$769,900","5 Beds","2.5 Baths","2,136 Sq Ft","4010 Goleta Place, Discovery Bay, CA 94505","This is the ULTIMATE family home nestled in the desirable community of Discovery Bay, just minutes from Delta access. This beautifully updated residence offers the perfect blend of comfort, function, & lifestyle, including a large downstairs bedroom ideal for guests or multi-generational living. The updated kitchen features quartz countertops, white cabinetry, abundant storage, & a gas range,","Alyssa Arteaga","Corcoran Icon Properties","https://www.homes.com/property/4010-goleta-place-discovery-bay-ca/2hth1179w1kh3/","4010 Goleta Place, Discovery Bay, CA 94505",""
"https://www.homes.com/property/1008-bluebell-cir-discovery-bay-ca/g6e9g4319m02s/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/1008-bluebell-cir-discovery-bay-ca/g6e9g4319m02s/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/1008-bluebell-cir-discovery-bay-ca/g6e9g4319m02s/"" role=""link"" aria-label=""1008 Bluebell Cir, Discovery Bay, CA 94505"" title=""1008 Bluebell Cir, Discovery Bay, CA 94505"">
                                    <img class=""embla__slide__img image-container"" alt=""1008 Bluebell Cir, Discovery Bay, CA 94505"" />
                                </a>
                            </div>
                        </div>","/","1","10","","5 Beds","3.5 Baths","2,360 Sq Ft","1008 Bluebell Cir, Discovery Bay, CA 94505","This beautiful East facing two-story home has a total of 2,360 sq. ft. of living space. It features an open living concept layout with a bedroom and full bath on first floor. On the second level you will find four bedrooms, loft, and laundry room. UPGRADES included! Solar Purchase Washer, Dryer, Refrigerator Window blinds Schlage z-wave front door deadbolt keyless entry Ecobee smart Wi-Fi","","","","","New Construction"
"https://www.homes.com/property/730-beaver-ln-discovery-bay-ca/mpw8fdqmdpse7/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/730-beaver-ln-discovery-bay-ca/mpw8fdqmdpse7/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/730-beaver-ln-discovery-bay-ca/mpw8fdqmdpse7/"" role=""link"" aria-label=""730 Beaver Ln, Discovery Bay, CA 94505"" title=""730 Beaver Ln, Discovery Bay, CA 94505"">
                                    <img class=""embla__slide__img image-container"" alt=""730 Beaver Ln, Discovery Bay, CA 94505"" />
                                </a>
                            </div>
                        </div>","/","1","35","$1,099,000","4 Beds","3 Baths","2,641 Sq Ft","730 Beaver Ln, Discovery Bay, CA 94505","Discover the charm of 730 Beaver Ln, a captivating property that embodies elegance and comfort from top to bottom. Nestled with stunning lake views, this home offers direct water access, ensuring that your favorite toys are always at your fingertips for endless summer fun. Featuring four spacious bedrooms and three well-appointed bathrooms, this residence caters to families of all sizes,","Michelle Stornetta","Infinity Properties","https://www.homes.com/property/730-beaver-ln-discovery-bay-ca/mpw8fdqmdpse7/","730 Beaver Ln, Discovery Bay, CA 94505",""
"https://www.homes.com/property/4681-spinnaker-way-discovery-bay-ca/4462xn4z3w4g1/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/4681-spinnaker-way-discovery-bay-ca/4462xn4z3w4g1/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/4681-spinnaker-way-discovery-bay-ca/4462xn4z3w4g1/"" role=""link"" aria-label=""4681 Spinnaker Way, Discovery Bay, CA 94505"" title=""4681 Spinnaker Way, Discovery Bay, CA 94505"">
                                    <img class=""embla__slide__img image-container"" alt=""4681 Spinnaker Way, Discovery Bay, CA 94505"" />
                                </a>
                            </div>
                        </div>","/","1","52","$999,999","3 Beds","2 Baths","2,168 Sq Ft","4681 Spinnaker Way, Discovery Bay, CA 94505","Beautiful Deep-Water Delta Home with Private dock- Turnkey & Upgraded. Welcome to your ideal waterfront retreat! This 2,168 sq ft. Discovery Bay home offers direct deep water access, perfect for boating, fishing or simply enjoying life on the water. Move-in ready with gorgeous upgrades throughout, bright open floor plan with lots of natural light, this property blends comfort, style and the best","Sara Burge","HomeSmart PV & Associates","https://www.homes.com/property/4681-spinnaker-way-discovery-bay-ca/4462xn4z3w4g1/","4681 Spinnaker Way, Discovery Bay, CA 94505",""
"https://www.homes.com/property/1864-dune-point-way-discovery-bay-ca/n459r0gxbcqyj/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/1864-dune-point-way-discovery-bay-ca/n459r0gxbcqyj/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/1864-dune-point-way-discovery-bay-ca/n459r0gxbcqyj/"" role=""link"" aria-label=""1864 Dune Point Way, Discovery Bay, CA 94505"" title=""1864 Dune Point Way, Discovery Bay, CA 94505"">
                                    <img class=""embla__slide__img image-container"" alt=""1864 Dune Point Way, Discovery Bay, CA 94505"" />
                                </a>
                            </div>
                        </div>","/","1","49","$1,048,800","3 Beds","2 Baths","1,524 Sq Ft","1864 Dune Point Way, Discovery Bay, CA 94505","WATERFRONT LIVING AT IT'S BEST! STUNNING UPDATED SINGLE-STORY W/PRIME EASTERN EXPOSURE - LARGE ENTERTAINERS BACK DECK W/GLASS RAILING, OVERHANG FOR YEAR-ROUND USE - OVERSIZED DOUBLE DOCK PLUS SIDE TIE W/CANVAS COVER OVER HYDRO HOIST PLUS JET SKI RAMP - PAID SOLAR - DESIGNER TOUCHES THROUGHOUT - Open concept living area w/laminate/stone flooring throughout major living area - Updated chef's","Maureen Prince","Flat Rate Realty","https://www.homes.com/property/1864-dune-point-way-discovery-bay-ca/n459r0gxbcqyj/","1864 Dune Point Way, Discovery Bay, CA 94505",""
"https://www.homes.com/property/plan-5-newport-pointe/4z003xm2ntnzc/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","","","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/plan-5-newport-pointe/4z003xm2ntnzc/"" role=""link"" aria-label=""379 Astilbe St Unit 38608908, Discovery Bay, CA 94505"" title=""379 Astilbe St Unit 38608908, Discovery Bay, CA 94505"">
                                    <img class=""embla__slide__img image-container"" alt=""379 Astilbe St Unit 38608908, Discovery Bay, CA 94505"" />
                                </a>
                            </div>
                        </div>","/","1","3","","5 Beds","3.5 Baths","3,420 Sq Ft","Plan 5 at Newport Pointe, Discovery Bay, CA 94505","","","","","","New Construction"
"https://www.homes.com/property/1802-dolphin-place-discovery-bay-ca/jlbegyrqbbz9r/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/1802-dolphin-place-discovery-bay-ca/jlbegyrqbbz9r/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/1802-dolphin-place-discovery-bay-ca/jlbegyrqbbz9r/"" role=""link"" aria-label=""1802 Dolphin Place, Discovery Bay, CA 94505"" title=""1802 Dolphin Place, Discovery Bay, CA 94505"">
                                    <img class=""embla__slide__img image-container"" alt=""1802 Dolphin Place, Discovery Bay, CA 94505"" />
                                </a>
                            </div>
                        </div>","/","1","68","$925,000","4 Beds","3 Baths","1,867 Sq Ft","1802 Dolphin Place, Discovery Bay, CA 94505","Situated on a desirable corner lot in Discovery Bay, 1802 Dolphin Place offers an exceptional opportunity to enjoy the waterfront lifestyle with space, comfort, and functionality. This well-maintained 4-bedroom, 3-bathroom home spans approximately 1,867 square feet and has been thoughtfully refreshed with new interior paint, new carpet, and an updated kitchen. One bedroom is conveniently located","Bradley Morin","Realty One Group FOX","https://www.homes.com/property/1802-dolphin-place-discovery-bay-ca/jlbegyrqbbz9r/","1802 Dolphin Place, Discovery Bay, CA 94505",""
"https://www.homes.com/property/2102-portside-ct-discovery-bay-ca/5zelmnkvz1txp/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/2102-portside-ct-discovery-bay-ca/5zelmnkvz1txp/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/2102-portside-ct-discovery-bay-ca/5zelmnkvz1txp/"" role=""link"" aria-label=""2102 Portside Ct, Discovery Bay, CA 94505"" title=""2102 Portside Ct, Discovery Bay, CA 94505"">
                                    <img class=""embla__slide__img image-container"" alt=""2102 Portside Ct, Discovery Bay, CA 94505"" />
                                </a>
                            </div>
                        </div>","/","1","59","$995,000","3 Beds","2 Baths","1,814 Sq Ft","2102 Portside Ct, Discovery Bay, CA 94505","IMMACULATE SINGLE STORY LOCATED ON SPECTACULAR CORNER LOT...OVER 14,000 SQ.FT. WITH OPPORTUNITY FOR STORAGE, PARKING, ADDITIONAL STRUCTURES OR POOL, SPA ETC. IMMACULATELY MAINTAINED AND UPGRADED THROUGH OUT..PRIMARY SUITE CONTAINS BEAUTIFUL FIREPLACE AND COZY NOOK, ADJACENT SUMPTUOUS BATHROOM AND CEDAR LINED WALK IN CLOSET..2 ADDITIONAL BEDROOMS AND BATH..KITCHEN IS MADE FOR YOUR GOURMET CHEF","Cathie Marples","Marples & Associates","https://www.homes.com/property/2102-portside-ct-discovery-bay-ca/5zelmnkvz1txp/","2102 Portside Ct, Discovery Bay, CA 94505",""
"https://www.homes.com/property/2270-tamarisk-ct-discovery-bay-ca/gnys6kcyx1jgs/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/2270-tamarisk-ct-discovery-bay-ca/gnys6kcyx1jgs/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/2270-tamarisk-ct-discovery-bay-ca/gnys6kcyx1jgs/"" role=""link"" aria-label=""2270 Tamarisk Ct, Discovery Bay, CA 94505"" title=""2270 Tamarisk Ct, Discovery Bay, CA 94505"">
                                    <img class=""embla__slide__img image-container"" alt=""2270 Tamarisk Ct, Discovery Bay, CA 94505"" />
                                </a>
                            </div>
                        </div>","/","1","16","$879,000","4 Beds","3 Baths","2,554 Sq Ft","2270 Tamarisk Ct, Discovery Bay, CA 94505","Inside the gated Discovery Bay Country Club, 2270 Tamarisk Court offers refined living with peaceful golf course and water views. This 4-bedroom, 3-bath home spans approximately 2,554 sq ft and features a versatile layout, including a full bedroom and bathroom on the main level—ideal for guests or extended family. Beautiful Brazilian Teak hardwood flooring runs through the home, complementing the","Randy Prince","Corcoran Icon Properties","https://www.homes.com/property/2270-tamarisk-ct-discovery-bay-ca/gnys6kcyx1jgs/","2270 Tamarisk Ct, Discovery Bay, CA 94505",""
"https://www.homes.com/property/8461-pinehollow-cir-discovery-bay-ca/cdq49t1hfbsqy/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/8461-pinehollow-cir-discovery-bay-ca/cdq49t1hfbsqy/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/8461-pinehollow-cir-discovery-bay-ca/cdq49t1hfbsqy/"" role=""link"" aria-label=""8461 Pinehollow Cir, Discovery Bay, CA 94505"" title=""8461 Pinehollow Cir, Discovery Bay, CA 94505"">
                                    <img class=""embla__slide__img image-container"" alt=""8461 Pinehollow Cir, Discovery Bay, CA 94505"" />
                                </a>
                            </div>
                        </div>","/","1","39","$879,000","4 Beds","3 Baths","2,695 Sq Ft","8461 Pinehollow Cir, Discovery Bay, CA 94505","Discover your dream home at 8461 Pinehollow Cir, located in the beautiful gated community of The Lakes. This stunning four-bedroom, three-bath property is surrounded by serene lakes adorned with fountains, reminiscent of the elegance of the Bellagio. Enjoy countless amenities, including walking trails, pickleball and tennis courts, barbecue areas, playgrounds, and nearby shopping, all at your","Michelle Stornetta","Infinity Properties","https://www.homes.com/property/8461-pinehollow-cir-discovery-bay-ca/cdq49t1hfbsqy/","8461 Pinehollow Cir, Discovery Bay, CA 94505",""
"https://www.homes.com/property/8581-pinehollow-cir-discovery-bay-ca/z41dfdmy8yh2l/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/8581-pinehollow-cir-discovery-bay-ca/z41dfdmy8yh2l/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/8581-pinehollow-cir-discovery-bay-ca/z41dfdmy8yh2l/"" role=""link"" aria-label=""8581 Pinehollow Cir, Discovery Bay, CA 94505"" title=""8581 Pinehollow Cir, Discovery Bay, CA 94505"">
                                    <img class=""embla__slide__img image-container"" alt=""8581 Pinehollow Cir, Discovery Bay, CA 94505"" />
                                </a>
                            </div>
                        </div>","/","1","29","$936,000","5 Beds","3 Baths","3,282 Sq Ft","8581 Pinehollow Cir, Discovery Bay, CA 94505","Discover the charm of 8581 Pinehollow Cir, a home that boasts a cozy fireplace, perfect for those chilly evenings. The kitchen is a chef's dream with all stainless steel appliances, an accent backsplash, and a convenient kitchen island. The primary bedroom features a spacious walk-in closet, while the primary bathroom is equipped with double sinks and a separate tub and shower for ultimate","Melissa Westfall","Opendoor Brokerage Inc.","https://www.homes.com/property/8581-pinehollow-cir-discovery-bay-ca/z41dfdmy8yh2l/","8581 Pinehollow Cir, Discovery Bay, CA 94505",""
"https://www.homes.com/property/2287-cove-ct-discovery-bay-ca/dn8gsfntwj17g/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/2287-cove-ct-discovery-bay-ca/dn8gsfntwj17g/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/2287-cove-ct-discovery-bay-ca/dn8gsfntwj17g/"" role=""link"" aria-label=""2287 Cove Ct, Discovery Bay, CA 94505"" title=""2287 Cove Ct, Discovery Bay, CA 94505"">
                                    <img class=""embla__slide__img image-container"" alt=""2287 Cove Ct, Discovery Bay, CA 94505"" />
                                </a>
                            </div>
                        </div>","/","1","45","$899,000","3 Beds","2 Baths","1,814 Sq Ft","2287 Cove Ct, Discovery Bay, CA 94505","LIVE WHERE YOU PLAY!! - WATERFRONT LIVING AT IT'S BEST! SINGLE STORY WITH UPDATES THROUGHOUT - PRIME EASTERN EXPOSURE - 3 BEDROOM /2 BATHS - 1814 SQ FT - LEASED SOLAR - ENTERTAINERS BACK DECK W/12X16 HARDTOP GALVANIZED STEEL GAZEBO W/CURTAINS & NETTING - SIDE YARD ACCESS FOR BOAT/JET SKI TRAILER - NEW COMPOSITE REAR DECK & RAILINGS - Open concept living - Tile floor throughout entry, kitchen &","Maureen Prince","Flat Rate Realty","https://www.homes.com/property/2287-cove-ct-discovery-bay-ca/dn8gsfntwj17g/","2287 Cove Ct, Discovery Bay, CA 94505",""
"https://www.homes.com/property/1771-wilde-dr-discovery-bay-ca/e9zwzg3j580vz/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/1771-wilde-dr-discovery-bay-ca/e9zwzg3j580vz/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/1771-wilde-dr-discovery-bay-ca/e9zwzg3j580vz/"" role=""link"" aria-label=""1771 Wilde Dr, Discovery Bay, CA 94505"" title=""1771 Wilde Dr, Discovery Bay, CA 94505"">
                                    <img class=""embla__slide__img image-container"" alt=""1771 Wilde Dr, Discovery Bay, CA 94505"" />
                                </a>
                            </div>
                        </div>","/","1","48","$998,000","5 Beds","3 Baths","2,888 Sq Ft","1771 Wilde Dr, Discovery Bay, CA 94505","Experience the allure of this stunning single-story home in Discovery Bay! Best Neighborhood!!! Situated on a premium lot, this property boasts an expansive tropical-themed backyard complete with a large pool, perfect for entertaining and relaxation. Enjoy the serene view across the meadow with no direct neighbors, offering a peaceful retreat. With no HOA and a fully paid solar system NEM 2, this","Michelle Stornetta","Infinity Properties","https://www.homes.com/property/1771-wilde-dr-discovery-bay-ca/e9zwzg3j580vz/","1771 Wilde Dr, Discovery Bay, CA 94505",""
"https://www.homes.com/property/1147-willow-lake-rd-discovery-bay-ca/l870k77zn1vzz/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/1147-willow-lake-rd-discovery-bay-ca/l870k77zn1vzz/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/1147-willow-lake-rd-discovery-bay-ca/l870k77zn1vzz/"" role=""link"" aria-label=""1147 Willow Lake Rd, Discovery Bay, CA 94505"" title=""1147 Willow Lake Rd, Discovery Bay, CA 94505"">
                                    <img class=""embla__slide__img image-container"" alt=""1147 Willow Lake Rd, Discovery Bay, CA 94505"" />
                                </a>
                            </div>
                        </div>","/","1","59","$939,000","3 Beds","2.5 Baths","1,682 Sq Ft","1147 Willow Lake Rd, Discovery Bay, CA 94505","Waterfront Living on Starboard Bay – Fast Water Access! Welcome to 1147 Willow Lake Road in Discovery Bay — a beautifully maintained waterfront home located on the desirable east side, offering quicker access to fast water and set on the highly sought-after Starboard Bay. This 3-bedroom, 2.5-bath home offers approximately 1,800 square feet of comfortable living space on an expansive 11,000+","Michael Seeley","Corcoran Icon Properties","https://www.homes.com/property/1147-willow-lake-rd-discovery-bay-ca/l870k77zn1vzz/","1147 Willow Lake Rd, Discovery Bay, CA 94505",""
"https://www.homes.com/property/5770-gateway-ct-discovery-bay-ca/wyvx8dh5cpwfc/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/5770-gateway-ct-discovery-bay-ca/wyvx8dh5cpwfc/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/5770-gateway-ct-discovery-bay-ca/wyvx8dh5cpwfc/"" role=""link"" aria-label=""5770 Gateway Ct, Discovery Bay, CA 94505"" title=""5770 Gateway Ct, Discovery Bay, CA 94505"">
                                    <img class=""embla__slide__img image-container"" alt=""5770 Gateway Ct, Discovery Bay, CA 94505"" />
                                </a>
                            </div>
                        </div>","/","1","40","$899,000","4 Beds","2.5 Baths","2,595 Sq Ft","5770 Gateway Ct, Discovery Bay, CA 94505","Discover this stunning two-story custom home in the Discovery Bay Golf Course, perfectly positioned to capture peaceful lagoon views from this rare estate lot. The graceful exterior is truly eye-catching - only to be expected from this special custom home. Step inside to beautiful hardwood floors & exceptional wrought iron banisters, plus freshly painted interior that welcomes friends or family!","Randy Prince","Corcoran Icon Properties","https://www.homes.com/property/5770-gateway-ct-discovery-bay-ca/wyvx8dh5cpwfc/","5770 Gateway Ct, Discovery Bay, CA 94505",""
"https://www.homes.com/property/2483-cherry-hills-dr-discovery-bay-ca/2246p2d10l5p2/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/2483-cherry-hills-dr-discovery-bay-ca/2246p2d10l5p2/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/2483-cherry-hills-dr-discovery-bay-ca/2246p2d10l5p2/"" role=""link"" aria-label=""2483 Cherry Hills Dr, Discovery Bay, CA 94505"" title=""2483 Cherry Hills Dr, Discovery Bay, CA 94505"">
                                    <img class=""embla__slide__img image-container"" alt=""2483 Cherry Hills Dr, Discovery Bay, CA 94505"" />
                                </a>
                            </div>
                        </div>","/","1","35","$560,000","2 Beds","2 Baths","1,190 Sq Ft","2483 Cherry Hills Dr, Discovery Bay, CA 94505","Positioned on the 16th tee of the Discovery Bay Country Club Golf Course, this home captures sweeping fairway views and stunning, year-round sunsets. Inside, the open-concept layout creates an easy flow for everyday living and entertaining alike. Step out to the rear patio and take it all in, peaceful mornings, golden evenings, and that quiet, open-sky feeling you just cant fake. Add your","Noah Cerezo","EQ1","https://www.homes.com/property/2483-cherry-hills-dr-discovery-bay-ca/2246p2d10l5p2/","2483 Cherry Hills Dr, Discovery Bay, CA 94505",""
"https://www.homes.com/property/115-tennyson-ct-discovery-bay-ca/g543fb8znn21p/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/115-tennyson-ct-discovery-bay-ca/g543fb8znn21p/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/115-tennyson-ct-discovery-bay-ca/g543fb8znn21p/"" role=""link"" aria-label=""115 Tennyson Ct, Discovery Bay, CA 94505"" title=""115 Tennyson Ct, Discovery Bay, CA 94505"">
                                    <img class=""embla__slide__img image-container"" alt=""115 Tennyson Ct, Discovery Bay, CA 94505"" />
                                </a>
                            </div>
                        </div>","/","1","30","$767,000","5 Beds","3 Baths","2,779 Sq Ft","115 Tennyson Ct, Discovery Bay, CA 94505","Spacious, flexible, and move-in ready — this 5-bedroom, 3-bath home on a quiet Discovery Bay court offers beautiful engineered wood flooring and a sought-after full bedroom and bath downstairs. Ideal for multi-generational living or guests. Primary suite with custom walk-in closet. Newer Lennox HVAC, owned security system, 3-car garage, and no HOA. Near parks, top-rated schools, water access, and","Monica Neilson","Corcoran Icon Properties","https://www.homes.com/property/115-tennyson-ct-discovery-bay-ca/g543fb8znn21p/","115 Tennyson Ct, Discovery Bay, CA 94505",""
"https://www.homes.com/property/4930-discovery-point-discovery-bay-ca/vwfjs48qdw1jm/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/4930-discovery-point-discovery-bay-ca/vwfjs48qdw1jm/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/4930-discovery-point-discovery-bay-ca/vwfjs48qdw1jm/"" role=""link"" aria-label=""4930 Discovery Point, Discovery Bay, CA 94505"" title=""4930 Discovery Point, Discovery Bay, CA 94505"">
                                    <img class=""embla__slide__img image-container"" alt=""4930 Discovery Point, Discovery Bay, CA 94505"" />
                                </a>
                            </div>
                        </div>","/","1","30","$1,350,000","4 Beds","2.5 Baths","2,508 Sq Ft","4930 Discovery Point, Discovery Bay, CA 94505","Welcome to Your Dream Retreat at 4930 Discovery, Point and Discovery Bay! On a stunning point lot, this meticulously updated four-bedroom vacation home is a true gem that promises to elevate your lifestyle to new heights. Imagine waking up each morning to the breathtaking beauty of sunrises spilling golden light across the tranquil waters and unwinding each evening as vibrant sunsets paint the","Michelle Stornetta","Infinity Properties","https://www.homes.com/property/4930-discovery-point-discovery-bay-ca/vwfjs48qdw1jm/","4930 Discovery Point, Discovery Bay, CA 94505",""
"https://www.homes.com/property/2079-sand-point-rd-discovery-bay-ca/g5dxd9gz93k3x/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/2079-sand-point-rd-discovery-bay-ca/g5dxd9gz93k3x/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/2079-sand-point-rd-discovery-bay-ca/g5dxd9gz93k3x/"" role=""link"" aria-label=""2079 Sand Point Rd, Discovery Bay, CA 94505"" title=""2079 Sand Point Rd, Discovery Bay, CA 94505"">
                                    <img class=""embla__slide__img image-container"" alt=""2079 Sand Point Rd, Discovery Bay, CA 94505"" />
                                </a>
                            </div>
                        </div>","/","1","30","$499,000","3 Beds","2.5 Baths","1,608 Sq Ft","2079 Sand Point Rd, Discovery Bay, CA 94505","Introducing Your Dream Home in Discovery Bay: A Waterside Haven! Nestled in the tranquil and sought-after community of Discovery Bay, this stunning townhouse is a true gem you've been waiting for. Boasting 3 bedrooms, 2.5 baths, and a spacious 1,608 square feet, it offers the perfect blend of comfort and elegance. Spread out in style in this expansive townhouse, featuring laminate flooring","David Pfennig","Berkshire Hathaway HomeServices-Drysdale Properties","https://www.homes.com/property/2079-sand-point-rd-discovery-bay-ca/g5dxd9gz93k3x/","2079 Sand Point Rd, Discovery Bay, CA 94505",""
"https://www.homes.com/property/plan-4-newport-pointe/c0125k8p0jrbs/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/plan-4-newport-pointe/c0125k8p0jrbs/","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/plan-4-newport-pointe/c0125k8p0jrbs/"" role=""link"" aria-label=""379 Astilbe St Unit 36582546, Discovery Bay, CA 94505"" title=""379 Astilbe St Unit 36582546, Discovery Bay, CA 94505"">
                                    <img class=""embla__slide__img image-container"" alt=""379 Astilbe St Unit 36582546, Discovery Bay, CA 94505"" />
                                </a>
                            </div>
                        </div>","/","1","22","","5 Beds","3 Baths","2,833 Sq Ft","Plan 4 at Newport Pointe, Discovery Bay, CA 94505","Plan 4 at Newport Pointe is an inviting layout with stylish touches throughout the home. On the main floor, you’ll be inspired by an open-concept layout, anchored by a wide-open great room, a charming dining area and a well-appointed kitchen for any chef—boasting a roomy walk-in pantry and a spacious center island. As you head upstairs, you’ll find three secondary bedrooms, a full hall bathroom,","","","","","New Construction"
