"anchor href","image src","image src 2","image src 3","w_100%","d_inline-flex","d_inline-flex 2","textStyle_subHeader","textStyle_body","textStyle_body 3","textStyle_body 4","textStyle_body 5","c_grey","d_inline-flex 3"
"https://www.trulia.com/builder-community-plan/placer-at-rio-del-oro-plan-3127-2062237457","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/51be7622e92da2b19d8eabd8b623200e-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/3eb9a3b056ca085a3de5a453a7040f1f-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/84d69fe88a3ea9d71ef6d93c4c3bdb90-full.webp","Use arrow keys to navigate","NEW CONSTRUCTION","BUILDABLE PLAN","$907,950+","4","4","Baths","3,127","Plan 3127 in Placer at Rio Del Oro, Rancho Cordova, CA 95742",""
"https://www.trulia.com/home/12754-ironbow-way-rancho-cordova-ca-95742-460230398","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/8cc0974f312e4c20a8e3a329760167ec-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/28ae116f864a4938649a6b529e8f6d9a-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/a825bd6079f89e8e7b5e3dbb8ea24f77-full.webp","Use arrow keys to navigate","NEW CONSTRUCTION","QUICK MOVE-IN","$686,990","5","3","Baths","2,612","12754 Ironbow Way, Rancho Cordova, CA 95742",""
"https://www.trulia.com/home/3319-edington-dr-rancho-cordova-ca-95742-460230553","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/1ee6696e3a0eba909b6d9b2b228d58a9-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/1fe6dd9897e23075dbc57a0bd3e1527d-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/9d579f7217aa5c13b2571cf6d1557992-full.webp","Use arrow keys to navigate","NEW CONSTRUCTION","QUICK MOVE-IN","$635,990","3","3","Baths","2,127","3319 Edington Dr, Rancho Cordova, CA 95742",""
"https://www.trulia.com/builder-community-plan/westcott-station-plan-1644-447461736","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/ca78312c4f15d9fea5be345434583459-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/ce03da799dda24ab72f366ff60612298-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/d110f51ae4a148aa6e9366e3be94bcda-full.webp","Use arrow keys to navigate","NEW CONSTRUCTION","BUILDABLE PLAN","$472,990+","3","2.5","Baths","1,644","Plan 1644 in Westcott Station, Sacramento, CA 95827",""
"https://www.trulia.com/home/10273-agnes-cir-rancho-cordova-ca-95670-25893127","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/f302470c5afc59d240122193c577a7c0-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/c18de077a8a646ff8a50c68f4d962b40-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/92feb86de8225e85145f86c9a479d12f-full.webp","Use arrow keys to navigate","OPEN SAT, 1-6PM","","$467,000","3","1","Bath","1,005","10273 Agnes Cir, Rancho Cordova, CA 95670",""
"https://www.trulia.com/home/10832-glenhaven-way-rancho-cordova-ca-95670-25860480","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/a0ef88ffd221c4989e1c51bcd6cb4963-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/4f8b73debe30b6bff1749ddb791cbe39-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/9090af6b9b5ca6bdfcb51c4c60f65099-full.webp","Use arrow keys to navigate","","","$530,000","3","2","Baths","1,543","10832 Glenhaven Way, Rancho Cordova, CA 95670",""
"https://www.trulia.com/home/12545-kirklin-ct-rancho-cordova-ca-95742-96028971","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/a07d3175eae02de75ff361a3e712a324-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/8dd0026227c4a912acd3cf3dfb6ab245-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/0ce368d4e8b6ceaeb1e787bd9eb9ff07-full.webp","Use arrow keys to navigate","","","$499,900","3","2","Baths","1,454","12545 Kirklin Ct, Rancho Cordova, CA 95742",""
"https://www.trulia.com/home/2262-railway-cir-gold-river-ca-95670-25872616","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/891b0676179fc39a09ffea08c0484be9-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/094bd608de75987489b725d5fbdc0535-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/c9df77d4dde821d92e8ea6ddabeee808-full.webp","Use arrow keys to navigate","","","$590,000","4","2","Baths","2,004","2262 Railway Cir, Gold River, CA 95670",""
"https://www.trulia.com/home/1978-benita-dr-3-rancho-cordova-ca-95670-25857487","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/7855a84dc244c8da2816811f340438a3-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/ec63dddf76533d247bfdfcd7ea5f2dc3-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/333055092726f02c20bfbd19bebb0b20-full.webp","Use arrow keys to navigate","","","$289,900","4","1","Bath","1,344","1978 Benita Dr #3, Rancho Cordova, CA 95670",""
"https://www.trulia.com/home/1663-klamath-river-dr-rancho-cordova-ca-95670-25857999","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/772a3e84ae8769d73563f651b322c485-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/f06bddecb5abe9ba9f3659143262b821-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/50cf33cf0cec10bdbc1d9dfde45f7587-full.webp","Use arrow keys to navigate","","","$499,000","3","2","Baths","1,127","1663 Klamath River Dr, Rancho Cordova, CA 95670",""
"https://www.trulia.com/builder-community-plan/coloma-at-rio-del-oro-plan-1407-452594739","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/b52f69edd035251e2d1d1731af659831-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/c0096a7c4af07da9895fd5f16c47cfbc-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/3cfb40069ae68696ca5b9c1c12b876c7-full.webp","Use arrow keys to navigate","NEW CONSTRUCTION","BUILDABLE PLAN","$492,950+","3","2","Baths","1,407","Plan 1407 in Coloma at Rio Del Oro, Rancho Cordova, CA 95742",""
"https://www.trulia.com/home/2605-queenwood-dr-rancho-cordova-ca-95670-25861077","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/be982dbdcd8bfc5375ca04579b87af77-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/005b14bd27fa0f5bfd9cd7a0dcf56c49-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/1cc9ccbdb7f2ad312f36b9617c21d80b-full.webp","Use arrow keys to navigate","","","$515,000","4","2","Baths","1,530","2605 Queenwood Dr, Rancho Cordova, CA 95670",""
"https://www.trulia.com/home/11931-old-eureka-way-gold-river-ca-95670-25872087","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/244d2a42da0cafb77778f26fc1fa5d29-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/e76aa6e55dba8267460cd139c14d2e56-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/937697021305d27d7bb46452880b5474-full.webp","Use arrow keys to navigate","","","$868,950","4","3","Baths","2,666","11931 Old Eureka Way, Gold River, CA 95670",""
"https://www.trulia.com/home/10512-glenview-way-rancho-cordova-ca-95670-25879432","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/b02b6baca27760d87ff965971b833369-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/edcbaa2587f1a30565535c1821f2e757-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/4d932351f5acb56d7db002ef371ef727-full.webp","Use arrow keys to navigate","","","$510,000","3","2","Baths","1,524","10512 Glenview Way, Rancho Cordova, CA 95670",""
"https://www.trulia.com/home/4043-red-blush-way-rancho-cordova-ca-95742-325580227","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/cc1c3f7a70fbd966493452f235b306e5-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/a2161f29a9a8788e984c7450a443e954-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/5c6a14354efbbe0583cc789432b81411-full.webp","Use arrow keys to navigate","","","$795,000","4","3","Baths","2,662","4043 Red Blush Way, Rancho Cordova, CA 95742",""
"https://www.trulia.com/home/4020-timberland-dr-rancho-cordova-ca-95742-456104892","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/bd936d1521757cd41307629b0f67965a-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/45a078b9bfb1bc03315b1e5ca883aeea-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/7711ad5872a5e13eb4b6174b5d945fa8-full.webp","Use arrow keys to navigate","NEW CONSTRUCTION","QUICK MOVE-IN","$791,495","5","3","Baths","3,375","4020 Timberland Dr, Rancho Cordova, CA 95742",""
"https://www.trulia.com/home/12021-tiresias-way-rancho-cordova-ca-95742-250745404","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/f6142dd89b8389e4f26f05483174604f-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/a2a218ed9b81c79d0fb65d94371a1468-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/252ae83ecf14bb72817bad53c803b31c-full.webp","Use arrow keys to navigate","","","$628,888","4","3","Baths","2,365","12021 Tiresias Way, Rancho Cordova, CA 95742",""
"https://www.trulia.com/home/11923-mircado-way-rancho-cordova-ca-95742-300344262","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/6d80a946b5675884f04e2ac881934143-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/c49ffedf322b60e926de0d39391ccbc0-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/1141b5dc9810fbcbec82890255d2ec98-full.webp","Use arrow keys to navigate","","","$632,000","4","3","Baths","2,174","11923 Mircado Way, Rancho Cordova, CA 95742",""
"https://www.trulia.com/home/427-royal-crest-cir-rancho-cordova-ca-95670-59388891","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/a0251fb6d487bd7ca1a63d78f1b418fb-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/8b0480041d7dbfe22f40c57198c7856a-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/ed714872eb1ccb36fb9ca99fb0a6e9f6-full.webp","Use arrow keys to navigate","","","$115,000","2","2","Baths","1,248","427 Royal Crest Cir, Rancho Cordova, CA 95670",""
"https://www.trulia.com/home/12667-barksdale-way-rancho-cordova-ca-95742-96012578","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/9d356de5b695891b853b8a3fb44e0637-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/5fe962ec1ce87ed939ff5db0a78eb7d6-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/4a8142bcae05ce5636b9ce65810bcee5-full.webp","Use arrow keys to navigate","","","$625,000","4","2","Baths","2,159","12667 Barksdale Way, Rancho Cordova, CA 95742",""
"https://www.trulia.com/home/4018-jalen-ct-rancho-cordova-ca-95742-300347993","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/7f7409c7b5fb4f7e5f9f1a7f2574c7cc-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/cba726ae4cf14f0d903bd4e263b402bf-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/94fd867d6bcdbe0275cd8621a5bd82b8-full.webp","Use arrow keys to navigate","0.26 ACRES","","$799,000","3","3","Baths","2,427","4018 Jalen Ct, Rancho Cordova, CA 95742",""
"https://www.trulia.com/home/4356-arctic-tern-cir-rancho-cordova-ca-95742-339039931","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/9b77d700917a3db6800dec4d273b842b-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/990bf477f14a8fd6c349bb098c0cdabf-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/5820fc966f622a82654c8d4b4f47b242-full.webp","Use arrow keys to navigate","","","$630,000","4","3","Baths","2,185","4356 Arctic Tern Cir, Rancho Cordova, CA 95742",""
"https://www.trulia.com/home/1911-discovery-village-ln-gold-river-ca-95670-25872176","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/850c9edd70073c11ce310588712e5c6b-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/2564b342c738fb3a9c7ac0d496eb98f7-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/38545a48921d33ff33fef7c91069bc98-full.webp","Use arrow keys to navigate","OPEN SAT, 11-3PM","","$549,900","2","2","Baths","1,606","1911 Discovery Village Ln, Gold River, CA 95670",""
"https://www.trulia.com/home/2616-tierra-grande-cir-sacramento-ca-95827-25892737","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/023365ab7590a2d0b9bb05d7fb041f78-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/f24d744bf02221b63938e7887e58a9fc-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/3fd2c7d51332029de1f5a95ed5bbe2a3-full.webp","Use arrow keys to navigate","","","$499,900","3","2","Baths","1,372","2616 Tierra Grande Cir, Sacramento, CA 95827",""
"https://www.trulia.com/home/313-sunny-hills-dr-rancho-cordova-ca-95670-59388777","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/f5b2604a5102eb5e3f2160c687780a76-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/0a7930923ce08ec2ecb9f36b2e220496-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/37100353a0f4a5c1ae893d32cf842bea-full.webp","Use arrow keys to navigate","","","$95,000","2","2","Baths","1,120","313 Sunny Hills Dr, Rancho Cordova, CA 95670",""
"https://www.trulia.com/home/3225-saturn-dr-sacramento-ca-95827-25869551","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/cf916af69ed3885f842c5cc63f213213-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/12d972dad0c28559d2fd70a3a8d1a4e7-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/caaca2122fe65e28125aca3bcc6bb6f5-full.webp","Use arrow keys to navigate","","","$450,000","3","2","Baths","1,417","3225 Saturn Dr, Sacramento, CA 95827",""
"https://www.trulia.com/home/11744-mani-cir-rancho-cordova-ca-95742-66117673","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/d1f0c641961c16d3e8b53b21cb44faf0-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/7db14e8d649940ea0382241749f690fd-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/ba25cedbcc7d1e04560ed9e347828e5d-full.webp","Use arrow keys to navigate","","","$625,000","4","2","Baths","2,213","11744 Mani Cir, Rancho Cordova, CA 95742",""
"https://www.trulia.com/home/2046-texas-bar-ct-gold-river-ca-95670-25871822","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/e3e529fd92d0c684c64bf153d8cb89b3-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/06752b4f46f6a17b2a12b2dd20adecb9-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/d518717084c5fa1e0f88cf76fb1f8235-full.webp","Use arrow keys to navigate","","","$820,000","3","2","Baths","2,627","2046 Texas Bar Ct, Gold River, CA 95670",""
"https://www.trulia.com/home/4447-doric-way-rancho-cordova-ca-95742-444441192","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/23c19aa50644da7e18110f2b8d93e7c6-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/3fec851d8513321287d5e97caef977f8-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/c3133eb377c12885aec8ee37991691c9-full.webp","Use arrow keys to navigate","NEW CONSTRUCTION","QUICK MOVE-IN","$563,175","2","2.5","Baths","1,758","4447 Doric Way, Rancho Cordova, CA 95742",""
"https://www.trulia.com/home/1448-klamath-river-dr-rancho-cordova-ca-95670-25858410","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/1d8aa85563043ac870e892f6ea537a6f-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/d4d38ea608fc817110ad15dbdc4c88fa-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/59c7a2040e42a10a54df9e64ec591f98-full.webp","Use arrow keys to navigate","","","$520,000","4","2","Baths","1,616","1448 Klamath River Dr, Rancho Cordova, CA 95670",""
"https://www.trulia.com/builder-community-plan/park-haven-at-cresleigh-ranch-residence-1-458735896","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/848f5328301550710cf8702035e4e26c-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/5253b5c3c118798487fd146bbd4d26eb-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/21ed3d8ac6483d966f633629ffafcaae-full.webp","Use arrow keys to navigate","","NEW CONSTRUCTION","$510,000+","3","2","Baths","1,342","Residence 1 Plan in Park Haven at Cresleigh Ranch, Rancho Cordova, CA 95742","BUILDABLE PLAN"
"https://www.trulia.com/home/12233-habitat-way-rancho-cordova-ca-95742-96021101","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/0ef1b29d617310b4f4a21fb2925788e5-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/005ed6f4ecfab5e0d85def13e6bd89fd-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/1b28f56baed78b5ef8d0c2806d3e6dee-full.webp","Use arrow keys to navigate","","","$550,000","4","2","Baths","1,801","12233 Habitat Way, Rancho Cordova, CA 95742",""
"https://www.trulia.com/builder-community-plan/seasons-at-cypress-pearl-455364165","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/9e5788fd13b43e07d3127dfe5f46bc03-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/95dd97f4ef0c7d643093d8004675ae61-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/530f694162af2b601cd4d0241b71119f-full.webp","Use arrow keys to navigate","","NEW CONSTRUCTION","$629,638+","5","3","Baths","2,360","Pearl Plan in Seasons at Cypress, Rancho Cordova, CA 95742","BUILDABLE PLAN"
"https://www.trulia.com/builder-community-plan/silverbrook-at-the-ranch-madalena-442742395","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/4b9600d03622d3b01b7211011c0e519e-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/0cc53ce263e938af04e898fd6fb59897-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/3610099286e0d2e40cebaaaee8c3876e-full.webp","Use arrow keys to navigate","","NEW CONSTRUCTION","$532,000+","3","2.5","Baths","2,084","Madalena Plan in Silverbrook at The Ranch, Rancho Cordova, CA 95742","BUILDABLE PLAN"
"https://www.trulia.com/home/12219-alamosa-dr-rancho-cordova-ca-95742-439297838","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/1b8860c3ba040a840ff66edc4578cdb6-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/ceb1736f437c600184b9974eeb4851b2-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/f372a5a25366b6b4fe2cf40d2b14b6c7-full.webp","Use arrow keys to navigate","","","$515,990","3","3","Baths","1,906","12219 Alamosa Dr, Rancho Cordova, CA 95742",""
"https://www.trulia.com/home/12219-alamosa-way-rancho-cordova-ca-95742-460566830","https://maps.googleapis.com/maps/api/streetview?size=640x480&location=12219%20Alamosa%20Way%2C%20Rancho%20Cordova%2C%20CA%2095742&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=XI7SggucsmUweufGnLo3X4zDNSk%3D","","","","","","$515,990","3","2.5","Baths","1,906","12219 Alamosa Way, Rancho Cordova, CA 95742",""
"https://www.trulia.com/home/12429-columba-way-rancho-cordova-ca-95742-444443538","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/2bbc579cb56c6bcc7991a0a6628b8edd-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/2bf003020099c7eb585a2253438e77b7-full.webp","","Use arrow keys to navigate","","","$462,154","2","2","Baths","1,307","12429 Columba Way, Rancho Cordova, CA 95742",""
"https://www.trulia.com/home/12443-columba-way-rancho-cordova-ca-95742-444443324","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/14327f2dac408284e30ac15585efe659-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/5b9f997c0e47a1533c1ca37f936e85bd-full.webp","https://www.trulia.com/pictures/thumbs_4/zillowstatic/fp/1a928ef14de6dc26eb37c0b490ac282e-full.webp","Use arrow keys to navigate","","NEW CONSTRUCTION","$461,080","2","2","Baths","1,442","12443 Columba Way, Rancho Cordova, CA 95742","QUICK MOVE-IN"
